eps_e,s_e,fitness_q132,n_ghosts,n_dark,n_gap
422.8393,2.0460,1.0000,0,28,51
433.0616,2.0460,1.0000,0,28,51
443.5310,2.0460,1.0000,0,28,51
454.2536,2.0460,1.0000,0,28,51
465.2353,2.0460,1.0000,0,28,51
476.4826,2.0460,1.0000,0,28,51
488.0017,2.0460,1.0000,0,28,51
499.7993,2.0460,1.0000,0,28,51
511.8822,2.0460,1.0000,0,28,51
524.2571,2.0460,1.0000,0,28,51
536.9313,2.0460,1.0000,0,28,51
549.9118,2.0460,1.0000,0,28,51
563.2061,2.0460,1.0000,0,28,51
576.8218,2.0460,1.0000,0,28,51
590.7667,2.0460,1.0000,0,28,51
605.0487,2.0460,1.0000,0,28,51
619.6760,2.0460,1.0000,0,28,51
634.6569,2.0460,1.0000,0,28,51
650.0000,2.0460,1.0000,0,28,51
250.0000,2.0480,1.9634,0,27,50
256.0438,2.0480,1.9715,0,27,50
262.2338,2.0480,1.9791,0,27,50
268.5734,2.0480,1.9865,0,27,50
275.0663,2.0480,1.9934,0,27,50
281.7161,2.0480,1.9999,0,27,50
288.5267,2.0480,1.9936,0,27,50
295.5019,2.0480,1.9875,0,27,50
302.6458,2.0480,1.9817,0,27,50
309.9624,2.0480,1.9762,0,27,50
317.4559,2.0480,1.9710,0,27,50
325.1305,2.0480,1.9660,0,27,50
332.9906,2.0480,1.9612,0,27,50
341.0408,2.0480,1.9567,0,27,50
349.2856,2.0480,1.9523,0,27,50
357.7297,2.0480,1.9482,0,27,50
366.3780,2.0480,1.9442,0,27,50
375.2353,2.0480,1.9405,0,27,50
384.3068,2.0480,1.9369,0,27,50
393.5975,2.0480,1.9335,0,27,50
403.1129,2.0480,1.9302,0,27,50
412.8583,2.0480,1.9271,0,27,50
422.8393,2.0480,1.9241,0,27,50
433.0616,2.0480,1.9213,0,27,50
443.5310,2.0480,1.9186,0,27,50
454.2536,2.0480,1.9160,0,27,50
465.2353,2.0480,1.9136,0,27,50
476.4826,2.0480,1.9112,0,27,50
488.0017,2.0480,1.9090,0,27,50
499.7993,2.0480,1.9069,0,27,50
511.8822,2.0480,1.9048,0,27,50
524.2571,2.0480,1.9029,0,27,50
536.9313,2.0480,1.9011,0,27,50
549.9118,2.0480,1.8993,0,27,50
563.2061,2.0480,1.8976,0,27,50
576.8218,2.0480,1.8960,0,27,50
590.7667,2.0480,1.8945,0,27,50
605.0487,2.0480,1.8931,0,27,50
619.6760,2.0480,1.8917,0,27,50
634.6569,2.0480,1.8904,0,27,50
650.0000,2.0480,1.8891,0,27,50
250.0000,2.0500,1.0000,0,27,51
256.0438,2.0500,1.0000,0,27,51
262.2338,2.0500,1.0000,0,27,51
268.5734,2.0500,1.0000,0,27,51
275.0663,2.0500,1.0000,0,27,51
281.7161,2.0500,1.0000,0,27,51
288.5267,2.0500,1.0000,0,27,51
295.5019,2.0500,1.0000,0,27,51
302.6458,2.0500,1.0000,0,27,51
309.9624,2.0500,1.0000,0,27,51
317.4559,2.0500,1.0000,0,27,51
325.1305,2.0500,1.0000,0,27,51
332.9906,2.0500,1.0000,0,27,51
341.0408,2.0500,1.0000,0,27,51
349.2856,2.0500,1.0000,0,27,51
357.7297,2.0500,1.0000,0,27,51
366.3780,2.0500,1.0000,0,27,51
375.2353,2.0500,1.0000,0,27,51
384.3068,2.0500,1.0000,0,27,51
393.5975,2.0500,1.0000,0,27,51
403.1129,2.0500,1.0000,0,27,51
412.8583,2.0500,1.0000,0,27,51
422.8393,2.0500,1.0000,0,27,51
433.0616,2.0500,1.0000,0,27,51
443.5310,2.0500,1.0000,0,27,51
454.2536,2.0500,1.0000,0,27,51
465.2353,2.0500,1.0000,0,27,51
476.4826,2.0500,1.0000,0,27,51
488.0017,2.0500,1.0000,0,27,51
499.7993,2.0500,1.0000,0,27,51
511.8822,2.0500,1.0000,0,27,51
524.2571,2.0500,1.0000,0,27,51
536.9313,2.0500,1.0000,0,27,51
549.9118,2.0500,1.0000,0,27,51
563.2061,2.0500,1.0000,0,27,51
576.8218,2.0500,1.0000,0,27,51
590.7667,2.0500,1.0000,0,27,51
605.0487,2.0500,1.0000,0,27,51
619.6760,2.0500,1.0000,0,27,51
634.6569,2.0500,1.0000,0,27,51
650.0000,2.0500,1.0000,0,27,51
250.0000,2.0520,1.2383,0,27,50
256.0438,2.0520,1.2313,0,27,50
262.2338,2.0520,1.2247,0,27,50
268.5734,2.0520,1.2183,0,27,50
275.0663,2.0520,1.2123,0,27,50
281.7161,2.0520,1.2065,0,27,50
288.5267,2.0520,1.2010,0,27,50
295.5019,2.0520,1.1958,0,27,50
302.6458,2.0520,1.1908,0,27,50
309.9624,2.0520,1.1860,0,27,50
317.4559,2.0520,1.1815,0,27,50
325.1305,2.0520,1.1771,0,27,50
332.9906,2.0520,1.1730,0,27,50
341.0408,2.0520,1.1691,0,27,50
349.2856,2.0520,1.1653,0,27,50
357.7297,2.0520,1.1617,0,27,50
366.3780,2.0520,1.1583,0,27,50
375.2353,2.0520,1.1550,0,27,50
384.3068,2.0520,1.1519,0,27,50
393.5975,2.0520,1.1490,0,27,50
403.1129,2.0520,1.1461,0,27,50
412.8583,2.0520,1.1435,0,27,50
422.8393,2.0520,1.1409,0,27,50
433.0616,2.0520,1.1384,0,27,50
443.5310,2.0520,1.1361,0,27,50
454.2536,2.0520,1.1339,0,27,50
465.2353,2.0520,1.1318,0,27,50
476.4826,2.0520,1.1297,0,27,50
488.0017,2.0520,1.1278,0,27,50
499.7993,2.0520,1.1260,0,27,50
511.8822,2.0520,1.1242,0,27,50
524.2571,2.0520,1.1225,0,27,50
536.9313,2.0520,1.1209,0,27,50
549.9118,2.0520,1.1194,0,27,50
563.2061,2.0520,1.1180,0,27,50
576.8218,2.0520,1.1166,0,27,50
590.7667,2.0520,1.1153,0,27,50
605.0487,2.0520,1.1140,0,27,50
619.6760,2.0520,1.1128,0,27,50
634.6569,2.0520,1.1117,0,27,50
650.0000,2.0520,1.1106,0,27,50
250.0000,2.0540,1.3655,0,27,50
256.0438,2.0540,1.3718,0,27,50
262.2338,2.0540,1.3778,0,27,50
268.5734,2.0540,1.3835,0,27,50
275.0663,2.0540,1.3889,0,27,50
281.7161,2.0540,1.3941,0,27,50
288.5267,2.0540,1.3991,0,27,50
295.5019,2.0540,1.4038,0,27,50
302.6458,2.0540,1.4083,0,27,50
309.9624,2.0540,1.4126,0,27,50
317.4559,2.0540,1.4167,0,27,50
325.1305,2.0540,1.4206,0,27,50
332.9906,2.0540,1.4244,0,27,50
341.0408,2.0540,1.4279,0,27,50
349.2856,2.0540,1.4313,0,27,50
357.7297,2.0540,1.4345,0,27,50
366.3780,2.0540,1.4376,0,27,50
375.2353,2.0540,1.4406,0,27,50
384.3068,2.0540,1.4434,0,27,50
393.5975,2.0540,1.4460,0,27,50
403.1129,2.0540,1.4486,0,27,50
412.8583,2.0540,1.4510,0,27,50
422.8393,2.0540,1.4533,0,27,50
433.0616,2.0540,1.4555,0,27,50
443.5310,2.0540,1.4576,0,27,50
454.2536,2.0540,1.4597,0,27,50
465.2353,2.0540,1.4616,0,27,50
476.4826,2.0540,1.4634,0,27,50
488.0017,2.0540,1.4651,0,27,50
499.7993,2.0540,1.4668,0,27,50
511.8822,2.0540,1.4684,0,27,50
524.2571,2.0540,1.4699,0,27,50
536.9313,2.0540,1.4713,0,27,50
549.9118,2.0540,1.4727,0,27,50
563.2061,2.0540,1.4740,0,27,50
576.8218,2.0540,1.4752,0,27,50
590.7667,2.0540,1.4764,0,27,50
605.0487,2.0540,1.4776,0,27,50
619.6760,2.0540,1.4786,0,27,50
634.6569,2.0540,1.4797,0,27,50
650.0000,2.0540,1.4807,0,27,50
250.0000,2.0560,1.0000,0,27,51
256.0438,2.0560,1.0000,0,27,51
262.2338,2.0560,1.0000,0,27,51
268.5734,2.0560,1.0000,0,27,51
275.0663,2.0560,1.0000,0,27,51
281.7161,2.0560,1.0000,0,27,51
288.5267,2.0560,1.0000,0,27,51
295.5019,2.0560,1.0000,0,27,51
302.6458,2.0560,1.0000,0,27,51
309.9624,2.0560,1.0000,0,27,51
317.4559,2.0560,1.0000,0,27,51
325.1305,2.0560,1.0000,0,27,51
332.9906,2.0560,1.0000,0,27,51
341.0408,2.0560,1.0000,0,27,51
349.2856,2.0560,1.0000,0,27,51
357.7297,2.0560,1.0000,0,27,51
366.3780,2.0560,1.0000,0,27,51
375.2353,2.0560,1.0000,0,27,51
384.3068,2.0560,1.0000,0,27,51
393.5975,2.0560,1.0000,0,27,51
403.1129,2.0560,1.0000,0,27,51
412.8583,2.0560,1.0000,0,27,51
422.8393,2.0560,1.0000,0,27,51
433.0616,2.0560,1.0000,0,27,51
443.5310,2.0560,1.0000,0,27,51
454.2536,2.0560,1.0000,0,27,51
465.2353,2.0560,1.0000,0,27,51
476.4826,2.0560,1.0000,0,27,51
488.0017,2.0560,1.0000,0,27,51
499.7993,2.0560,1.0000,0,27,51
511.8822,2.0560,1.0000,0,27,51
524.2571,2.0560,1.0000,0,27,51
536.9313,2.0560,1.0000,0,27,51
549.9118,2.0560,1.0000,0,27,51
563.2061,2.0560,1.0000,0,27,51
576.8218,2.0560,1.0000,0,27,51
590.7667,2.0560,1.0000,0,27,51
605.0487,2.0560,1.0000,0,27,51
619.6760,2.0560,1.0000,0,27,51
634.6569,2.0560,1.0000,0,27,51
650.0000,2.0560,1.0000,0,27,51
250.0000,2.0580,1.8463,0,27,47
256.0438,2.0580,1.8408,0,27,47
262.2338,2.0580,1.8355,0,27,47
268.5734,2.0580,1.8304,0,27,47
275.0663,2.0580,1.8256,0,27,47
281.7161,2.0580,1.8211,0,27,47
288.5267,2.0580,1.8167,0,27,47
295.5019,2.0580,1.8125,0,27,47
302.6458,2.0580,1.8086,0,27,47
309.9624,2.0580,1.8048,0,27,47
317.4559,2.0580,1.8012,0,27,47
325.1305,2.0580,1.7977,0,27,47
332.9906,2.0580,1.7944,0,27,47
341.0408,2.0580,1.7913,0,27,47
349.2856,2.0580,1.7883,0,27,47
357.7297,2.0580,1.7855,0,27,47
366.3780,2.0580,1.7827,0,27,47
375.2353,2.0580,1.7802,0,27,47
384.3068,2.0580,1.7777,0,27,47
393.5975,2.0580,1.7753,0,27,47
403.1129,2.0580,1.7731,0,27,47
412.8583,2.0580,1.7710,0,27,47
422.8393,2.0580,1.7689,0,27,47
433.0616,2.0580,1.7670,0,27,47
443.5310,2.0580,1.7651,0,27,47
454.2536,2.0580,1.7633,0,27,47
465.2353,2.0580,1.7617,0,27,47
476.4826,2.0580,1.7601,0,27,47
488.0017,2.0580,1.7585,0,27,47
499.7993,2.0580,1.7596,0,27,47
511.8822,2.0580,1.7610,0,27,47
524.2571,2.0580,1.7623,0,27,47
536.9313,2.0580,1.7635,0,27,47
549.9118,2.0580,1.7647,0,27,47
563.2061,2.0580,1.7659,0,27,47
576.8218,2.0580,1.7670,0,27,47
590.7667,2.0580,1.7680,0,27,47
605.0487,2.0580,1.7690,0,27,47
619.6760,2.0580,1.7699,0,27,47
634.6569,2.0580,1.7708,0,27,47
650.0000,2.0580,1.7717,0,27,47
250.0000,2.0600,1.0000,0,26,51
256.0438,2.0600,1.0000,0,26,51
262.2338,2.0600,1.0000,0,26,51
268.5734,2.0600,1.0000,0,26,51
275.0663,2.0600,1.0000,0,26,51
281.7161,2.0600,1.0000,0,26,51
288.5267,2.0600,1.0000,0,26,51
295.5019,2.0600,1.0000,0,26,51
302.6458,2.0600,1.0000,0,26,51
309.9624,2.0600,1.0000,0,26,51
317.4559,2.0600,1.0000,0,26,51
325.1305,2.0600,1.0000,0,26,51
332.9906,2.0600,1.0000,0,26,51
341.0408,2.0600,1.0000,0,26,51
349.2856,2.0600,1.0000,0,26,51
357.7297,2.0600,1.0000,0,26,51
366.3780,2.0600,1.0000,0,26,51
375.2353,2.0600,1.0000,0,26,51
384.3068,2.0600,1.0000,0,26,51
393.5975,2.0600,1.0000,0,26,51
403.1129,2.0600,1.0000,0,26,51
412.8583,2.0600,1.0000,0,26,51
422.8393,2.0600,1.0000,0,26,51
433.0616,2.0600,1.0000,0,26,51
443.5310,2.0600,1.0000,0,26,51
454.2536,2.0600,1.0000,0,26,51
465.2353,2.0600,1.0000,0,26,51
476.4826,2.0600,1.0000,0,26,51
488.0017,2.0600,1.0000,0,26,51
499.7993,2.0600,1.0000,0,26,51
511.8822,2.0600,1.0000,0,26,51
524.2571,2.0600,1.0000,0,26,51
536.9313,2.0600,1.0000,0,26,51
549.9118,2.0600,1.0000,0,26,51
563.2061,2.0600,1.0000,0,26,51
576.8218,2.0600,1.0000,0,26,51
590.7667,2.0600,1.0000,0,26,51
605.0487,2.0600,1.0000,0,26,51
619.6760,2.0600,1.0000,0,26,51
634.6569,2.0600,1.0000,0,26,51
650.0000,2.0600,1.0000,0,26,51
