eps_p,s_p,fitness,ghost_count,mu36
1.080,0.250,1.8331,0,5.9396
1.090,0.250,2.1114,0,5.9277
1.100,0.250,2.4744,0,5.9161
1.110,0.250,3.0726,0,5.9048
1.120,0.250,3.5561,0,5.8938
1.130,0.250,3.6678,0,5.8831
1.140,0.250,3.1863,0,5.8726
1.150,0.250,2.6233,0,5.8624
1.160,0.250,2.0743,0,5.8524
1.170,0.250,1.8330,0,5.8427
1.180,0.250,1.6309,0,5.8332
1.190,0.250,1.8751,0,5.8239
1.200,0.250,2.1823,0,5.8149
0.400,0.260,1.5914,1,9.1377
0.410,0.260,1.9548,1,8.9882
0.420,0.260,2.3735,1,8.8470
0.430,0.260,1.5537,1,8.7134
0.440,0.260,2.2081,1,8.5870
0.450,0.260,2.2725,1,8.4672
0.460,0.260,2.3233,1,8.3535
0.470,0.260,2.2552,1,8.2457
0.480,0.260,2.0877,1,8.1432
0.490,0.260,1.9532,0,8.0457
0.500,0.260,2.6975,0,7.9529
0.510,0.260,3.7795,0,7.8645
0.520,0.260,3.3152,0,7.7803
0.530,0.260,2.3930,0,7.6999
0.540,0.260,2.3813,0,7.6232
0.550,0.260,2.5035,0,7.5499
0.560,0.260,2.6220,0,7.4798
0.570,0.260,2.5033,0,7.4128
0.580,0.260,2.7567,0,7.3486
0.590,0.260,3.0501,0,7.2872
0.600,0.260,3.1007,0,7.2283
0.610,0.260,2.9589,0,7.1719
0.620,0.260,2.7051,0,7.1177
0.630,0.260,2.3876,0,7.0657
0.640,0.260,2.0782,0,7.0158
0.650,0.260,2.1911,0,6.9678
0.660,0.260,2.8210,0,6.9217
0.670,0.260,3.7205,0,6.8773
0.680,0.260,4.1154,0,6.8346
0.690,0.260,3.5677,0,6.7935
0.700,0.260,3.2976,0,6.7539
0.710,0.260,3.2189,0,6.7158
0.720,0.260,3.2625,0,6.6790
0.730,0.260,3.1279,0,6.6436
0.740,0.260,2.6430,0,6.6094
0.750,0.260,2.1673,0,6.5764
0.760,0.260,2.0983,0,6.5445
0.770,0.260,2.3883,0,6.5137
0.780,0.260,2.7565,0,6.4839
0.790,0.260,3.4465,0,6.4552
0.800,0.260,4.1245,0,6.4274
0.810,0.260,3.9772,0,6.4005
0.820,0.260,3.2617,0,6.3744
0.830,0.260,2.6767,0,6.3492
0.840,0.260,2.5904,0,6.3248
0.850,0.260,2.5165,0,6.3012
0.860,0.260,2.5930,0,6.2783
0.870,0.260,2.5565,0,6.2561
0.880,0.260,2.2109,0,6.2346
0.890,0.260,1.8716,0,6.2137
0.900,0.260,1.5384,0,6.1935
0.910,0.260,1.2112,0,6.1739
0.920,0.260,1.0773,0,6.1548
0.930,0.260,1.0513,0,6.1363
0.940,0.260,1.0275,0,6.1183
0.950,0.260,1.0043,0,6.1009
0.960,0.260,1.0000,0,6.0839
0.970,0.260,1.0000,0,6.0674
0.980,0.260,1.0000,0,6.0514
0.990,0.260,1.0000,0,6.0358
1.000,0.260,1.0000,0,6.0207
1.010,0.260,1.0000,0,6.0059
1.020,0.260,1.0505,0,5.9916
1.030,0.260,1.1651,0,5.9776
1.040,0.260,1.2772,0,5.9640
1.050,0.260,1.3868,0,5.9508
1.060,0.260,1.5169,0,5.9379
1.070,0.260,1.8088,0,5.9253
1.080,0.260,2.0955,0,5.9131
1.090,0.260,2.3770,0,5.9011
1.100,0.260,2.6536,0,5.8895
1.110,0.260,2.9673,0,5.8782
1.120,0.260,3.1747,0,5.8671
1.130,0.260,3.2330,0,5.8563
1.140,0.260,3.2848,0,5.8458
1.150,0.260,2.7196,0,5.8356
1.160,0.260,2.1627,0,5.8255
1.170,0.260,1.6939,0,5.8158
1.180,0.260,1.5441,0,5.8062
1.190,0.260,1.5418,0,5.7969
1.200,0.260,1.7697,0,5.7878
0.400,0.270,1.5072,1,9.1206
0.410,0.270,2.0632,1,8.9708
0.420,0.270,2.4574,1,8.8293
0.430,0.270,1.6801,1,8.6955
0.440,0.270,2.4540,1,8.5688
0.450,0.270,2.1651,1,8.4487
0.460,0.270,1.9937,1,8.3348
0.470,0.270,1.8100,1,8.2267
0.480,0.270,1.6312,1,8.1240
0.490,0.270,1.6635,0,8.0262
0.500,0.270,2.9654,0,7.9332
0.510,0.270,3.9858,0,7.8446
0.520,0.270,3.3255,0,7.7602
0.530,0.270,2.5335,0,7.6796
0.540,0.270,2.6664,0,7.6027
0.550,0.270,2.7954,0,7.5292
0.560,0.270,2.9206,0,7.4589
0.570,0.270,2.7362,0,7.3917
0.580,0.270,2.7576,0,7.3273
0.590,0.270,3.0284,0,7.2657
0.600,0.270,3.4483,0,7.2067
0.610,0.270,3.3115,0,7.1500
0.620,0.270,2.6540,0,7.0957
0.630,0.270,2.2510,0,7.0436
0.640,0.270,1.9842,0,6.9935
0.650,0.270,2.3609,0,6.9453
0.660,0.270,2.7842,0,6.8991
0.670,0.270,3.6445,0,6.8546
0.680,0.270,3.9008,0,6.8117
0.690,0.270,3.6534,0,6.7705
0.700,0.270,3.3536,0,6.7308
0.710,0.270,3.1082,0,6.6925
0.720,0.270,3.1510,0,6.6556
0.730,0.270,3.0667,0,6.6200
0.740,0.270,2.5781,0,6.5857
0.750,0.270,2.1049,0,6.5526
0.760,0.270,2.2649,0,6.5206
0.770,0.270,2.5778,0,6.4897
0.780,0.270,2.8832,0,6.4598
0.790,0.270,3.3714,0,6.4309
0.800,0.270,3.7496,0,6.4030
0.810,0.270,3.9162,0,6.3760
0.820,0.270,3.2717,0,6.3499
0.830,0.270,2.6743,0,6.3246
0.840,0.270,2.3094,0,6.3001
0.850,0.270,2.3963,0,6.2764
0.860,0.270,2.5124,0,6.2534
0.870,0.270,2.4820,0,6.2311
0.880,0.270,2.1333,0,6.2095
0.890,0.270,1.7909,0,6.1886
0.900,0.270,1.4546,0,6.1682
0.910,0.270,1.1243,0,6.1485
0.920,0.270,1.0421,0,6.1294
0.930,0.270,1.0175,0,6.1108
0.940,0.270,1.0000,0,6.0928
0.950,0.270,1.0000,0,6.0752
0.960,0.270,1.0000,0,6.0582
0.970,0.270,1.0000,0,6.0416
0.980,0.270,1.0000,0,6.0255
0.990,0.270,1.0000,0,6.0099
1.000,0.270,1.0251,0,5.9947
1.010,0.270,1.1465,0,5.9799
1.020,0.270,1.2653,0,5.9655
1.030,0.270,1.3814,0,5.9514
1.040,0.270,1.4950,0,5.9378
1.050,0.270,1.6060,0,5.9245
1.060,0.270,1.7728,0,5.9115
1.070,0.270,2.0680,0,5.8989
1.080,0.270,2.3581,0,5.8866
1.090,0.270,2.5890,0,5.8746
1.100,0.270,2.6695,0,5.8629
1.110,0.270,2.7492,0,5.8516
1.120,0.270,2.5324,0,5.8404
1.130,0.270,2.5664,0,5.8296
1.140,0.270,2.6731,0,5.8190
1.150,0.270,2.8154,0,5.8087
1.160,0.270,2.4897,0,5.7987
1.170,0.270,2.1360,0,5.7888
1.180,0.270,1.8890,0,5.7793
1.190,0.270,1.7768,0,5.7699
1.200,0.270,1.8432,0,5.7607
0.400,0.280,1.4227,1,9.1036
0.410,0.280,2.1714,1,8.9535
0.420,0.280,2.4849,1,8.8117
0.430,0.280,1.8784,1,8.6776
0.440,0.280,2.6216,1,8.5506
0.450,0.280,2.1693,1,8.4303
0.460,0.280,1.6144,1,8.3162
0.470,0.280,1.3629,1,8.2078
0.480,0.280,1.4243,1,8.1048
0.490,0.280,1.9106,0,8.0069
0.500,0.280,3.0055,0,7.9136
0.510,0.280,3.6009,0,7.8248
0.520,0.280,2.8723,0,7.7401
0.530,0.280,2.6127,0,7.6593
0.540,0.280,2.9530,0,7.5822
0.550,0.280,3.0889,0,7.5085
0.560,0.280,3.2208,0,7.4380
0.570,0.280,3.0175,0,7.3706
0.580,0.280,2.8499,0,7.3061
0.590,0.280,3.2672,0,7.2443
0.600,0.280,3.8391,0,7.1851
0.610,0.280,3.6681,0,7.1283
0.620,0.280,2.7226,0,7.0738
0.630,0.280,2.1139,0,7.0215
0.640,0.280,2.1633,0,6.9712
0.650,0.280,2.4974,0,6.9230
0.660,0.280,2.9385,0,6.8765
0.670,0.280,3.2753,0,6.8319
0.680,0.280,3.5278,0,6.7889
0.690,0.280,3.7416,0,6.7475
0.700,0.280,3.5270,0,6.7077
0.710,0.280,3.1907,0,6.6693
0.720,0.280,3.0380,0,6.6322
0.730,0.280,3.0066,0,6.5965
0.740,0.280,2.5144,0,6.5621
0.750,0.280,2.2157,0,6.5288
0.760,0.280,2.4519,0,6.4967
0.770,0.280,2.7680,0,6.4657
0.780,0.280,3.0767,0,6.4357
0.790,0.280,3.1350,0,6.4067
0.800,0.280,3.2904,0,6.3787
0.810,0.280,3.3748,0,6.3516
0.820,0.280,3.2851,0,6.3254
0.830,0.280,2.6738,0,6.3000
0.840,0.280,2.3952,0,6.2754
0.850,0.280,2.3133,0,6.2516
0.860,0.280,2.4298,0,6.2285
0.870,0.280,2.4089,0,6.2061
0.880,0.280,2.0571,0,6.1845
0.890,0.280,1.7115,0,6.1634
0.900,0.280,1.3721,0,6.1430
0.910,0.280,1.0545,0,6.1232
0.920,0.280,1.0084,0,6.1040
0.930,0.280,1.0000,0,6.0853
0.940,0.280,1.0000,0,6.0672
0.950,0.280,1.0000,0,6.0496
0.960,0.280,1.0000,0,6.0325
0.970,0.280,1.0000,0,6.0159
0.980,0.280,1.0000,0,5.9997
0.990,0.280,1.1125,0,5.9840
1.000,0.280,1.2383,0,5.9687
1.010,0.280,1.3613,0,5.9538
1.020,0.280,1.4816,0,5.9394
1.030,0.280,1.5993,0,5.9253
1.040,0.280,1.7143,0,5.9116
1.050,0.280,1.8269,0,5.8982
1.060,0.280,2.0287,0,5.8852
1.070,0.280,2.2377,0,5.8725
1.080,0.280,2.3201,0,5.8602
1.090,0.280,2.4019,0,5.8481
1.100,0.280,2.4829,0,5.8364
1.110,0.280,2.5320,0,5.8250
1.120,0.280,2.3528,0,5.8138
1.130,0.280,2.1763,0,5.8029
1.140,0.280,2.2197,0,5.7923
1.150,0.280,2.4528,0,5.7819
1.160,0.280,2.8152,0,5.7718
1.170,0.280,2.9054,0,5.7620
1.180,0.280,2.7461,0,5.7523
1.190,0.280,2.5879,0,5.7429
1.200,0.280,2.4512,0,5.7337
0.400,0.290,1.3837,1,9.0866
0.410,0.290,2.2792,1,8.9362
0.420,0.290,2.5444,1,8.7942
0.430,0.290,2.0772,1,8.6598
0.440,0.290,2.7234,1,8.5326
0.450,0.290,1.8448,1,8.4120
0.460,0.290,1.3946,1,8.2976
0.470,0.290,1.2620,1,8.1890
0.480,0.290,1.6345,1,8.0858
0.490,0.290,2.2164,0,7.9876
0.500,0.290,3.0454,0,7.8941
0.510,0.290,3.1177,0,7.8051
0.520,0.290,2.3822,0,7.7202
0.530,0.290,2.3811,0,7.6392
0.540,0.290,2.7779,0,7.5618
0.550,0.290,3.1675,0,7.4879
0.560,0.290,3.5227,0,7.4173
0.570,0.290,3.3010,0,7.3497
0.580,0.290,3.0531,0,7.2850
0.590,0.290,3.5062,0,7.2230
0.600,0.290,4.0833,0,7.1636
0.610,0.290,4.0178,0,7.1066
0.620,0.290,3.0852,0,7.0520
0.630,0.290,2.2535,0,6.9995
0.640,0.290,2.4125,0,6.9491
0.650,0.290,2.6345,0,6.9006
0.660,0.290,3.0768,0,6.8541
0.670,0.290,2.9187,0,6.8093
0.680,0.290,3.1506,0,6.7661
0.690,0.290,3.3990,0,6.7246
0.700,0.290,3.6659,0,6.6846
0.710,0.290,3.3167,0,6.6461
0.720,0.290,2.9738,0,6.6089
0.730,0.290,2.9478,0,6.5731
0.740,0.290,2.5634,0,6.5385
0.750,0.290,2.3286,0,6.5051
0.760,0.290,2.6396,0,6.4729
0.770,0.290,2.9591,0,6.4418
0.780,0.290,3.1053,0,6.4117
0.790,0.290,2.9535,0,6.3826
0.800,0.290,2.8047,0,6.3545
0.810,0.290,2.8273,0,6.3273
0.820,0.290,2.8535,0,6.3009
0.830,0.290,2.8454,0,6.2754
0.840,0.290,2.5979,0,6.2508
0.850,0.290,2.3543,0,6.2268
0.860,0.290,2.3454,0,6.2037
0.870,0.290,2.3370,0,6.1812
0.880,0.290,1.9821,0,6.1594
0.890,0.290,1.6334,0,6.1383
0.900,0.290,1.2909,0,6.1178
0.910,0.290,1.0196,0,6.0980
0.920,0.290,1.0000,0,6.0787
0.930,0.290,1.0000,0,6.0599
0.940,0.290,1.0000,0,6.0417
0.950,0.290,1.0000,0,6.0241
0.960,0.290,1.0000,0,6.0069
0.970,0.290,1.0619,0,5.9902
0.980,0.290,1.1952,0,5.9739
0.990,0.290,1.3256,0,5.9582
1.000,0.290,1.4530,0,5.9428
1.010,0.290,1.5777,0,5.9279
1.020,0.290,1.6996,0,5.9133
1.030,0.290,1.8188,0,5.8992
1.040,0.290,1.9454,0,5.8854
1.050,0.290,2.0359,0,5.8720
1.060,0.290,1.9980,0,5.8589
1.070,0.290,2.0460,0,5.8462
1.080,0.290,2.1290,0,5.8338
1.090,0.290,2.2412,0,5.8217
1.100,0.290,2.4223,0,5.8099
1.110,0.290,2.4836,0,5.7984
1.120,0.290,2.3024,0,5.7872
1.130,0.290,2.1711,0,5.7763
1.140,0.290,2.2309,0,5.7656
1.150,0.290,2.4746,0,5.7552
1.160,0.290,2.9276,0,5.7450
1.170,0.290,3.3737,0,5.7351
1.180,0.290,3.7650,0,5.7254
1.190,0.290,3.6103,0,5.7160
1.200,0.290,3.3279,0,5.7067
0.400,0.300,1.3938,1,9.0697
0.410,0.300,2.3868,1,8.9191
0.420,0.300,2.6259,1,8.7767
0.430,0.300,2.2870,1,8.6420
0.440,0.300,2.6042,1,8.5146
0.450,0.300,1.5285,1,8.3937
0.460,0.300,1.1740,1,8.2791
0.470,0.300,1.4148,1,8.1702
0.480,0.300,1.8576,0,8.0668
0.490,0.300,2.2522,0,7.9683
0.500,0.300,3.0849,0,7.8746
0.510,0.300,2.6326,0,7.7854
0.520,0.300,1.8899,0,7.7003
0.530,0.300,2.1477,0,7.6190
0.540,0.300,2.5410,0,7.5415
0.550,0.300,2.9271,0,7.4674
0.560,0.300,3.3060,0,7.3966
0.570,0.300,3.2964,0,7.3288
0.580,0.300,3.3987,0,7.2639
0.590,0.300,3.7456,0,7.2017
0.600,0.300,4.3278,0,7.1421
0.610,0.300,4.1811,0,7.0850
0.620,0.300,3.4608,0,7.0302
0.630,0.300,2.9074,0,6.9775
0.640,0.300,2.8590,0,6.9270
0.650,0.300,3.0562,0,6.8784
0.660,0.300,2.9363,0,6.8316
0.670,0.300,2.7763,0,6.7867
0.680,0.300,2.7693,0,6.7434
0.690,0.300,3.1751,0,6.7018
0.700,0.300,3.6634,0,6.6616
0.710,0.300,3.4447,0,6.6230
0.720,0.300,3.1029,0,6.5857
0.730,0.300,2.8769,0,6.5497
0.740,0.300,2.6794,0,6.5150
0.750,0.300,2.5065,0,6.4815
0.760,0.300,2.8280,0,6.4492
0.770,0.300,3.0823,0,6.4179
0.780,0.300,2.9245,0,6.3877
0.790,0.300,2.7708,0,6.3585
0.800,0.300,2.5235,0,6.3303
0.810,0.300,2.2737,0,6.3030
0.820,0.300,2.4556,0,6.2765
0.830,0.300,2.7594,0,6.2509
0.840,0.300,2.8037,0,6.2262
0.850,0.300,2.5620,0,6.2022
0.860,0.300,2.3241,0,6.1789
0.870,0.300,2.2666,0,6.1563
0.880,0.300,1.9085,0,6.1345
0.890,0.300,1.5567,0,6.1133
0.900,0.300,1.2458,0,6.0927
0.910,0.300,1.0196,0,6.0727
0.920,0.300,1.0000,0,6.0534
0.930,0.300,1.0000,0,6.0346
0.940,0.300,1.0000,0,6.0163
0.950,0.300,1.0000,0,5.9985
0.960,0.300,1.1350,0,5.9813
0.970,0.300,1.2731,0,5.9645
0.980,0.300,1.4082,0,5.9482
0.990,0.300,1.5402,0,5.9323
1.000,0.300,1.7106,0,5.9169
1.010,0.300,1.9208,0,5.9019
1.020,0.300,2.1264,0,5.8873
1.030,0.300,2.2479,0,5.8731
1.040,0.300,2.2084,0,5.8593
1.050,0.300,2.1699,0,5.8458
1.060,0.300,2.1322,0,5.8327
1.070,0.300,2.1405,0,5.8199
1.080,0.300,2.2098,0,5.8074
1.090,0.300,2.2777,0,5.7953
1.100,0.300,2.4537,0,5.7834
1.110,0.300,2.4369,0,5.7719
1.120,0.300,2.4901,0,5.7606
1.130,0.300,2.6384,0,5.7496
1.140,0.300,2.6671,0,5.7389
1.150,0.300,2.7307,0,5.7285
1.160,0.300,2.8004,0,5.7183
1.170,0.300,3.1540,0,5.7083
1.180,0.300,3.3394,0,5.6986
1.190,0.300,3.5233,0,5.6891
1.200,0.300,3.3342,0,5.6798
0.400,0.310,1.4036,1,9.0529
0.410,0.310,2.6760,1,8.9019
0.420,0.310,2.7082,1,8.7593
0.430,0.310,2.5914,1,8.6244
0.440,0.310,2.2890,1,8.4966
0.450,0.310,1.3133,1,8.3755
0.460,0.310,1.1757,1,8.2606
0.470,0.310,1.6207,1,8.1515
0.480,0.310,1.9702,0,8.0478
0.490,0.310,2.2877,0,7.9492
0.500,0.310,3.1241,0,7.8552
0.510,0.310,2.2527,0,7.7658
0.520,0.310,1.5157,0,7.6804
0.530,0.310,1.9125,0,7.5990
0.540,0.310,2.3022,0,7.5212
0.550,0.310,2.6848,0,7.4469
0.560,0.310,3.0466,0,7.3759
0.570,0.310,3.0231,0,7.3079
0.580,0.310,3.2622,0,7.2428
0.590,0.310,3.6681,0,7.1805
0.600,0.310,4.1492,0,7.1207
0.610,0.310,4.1205,0,7.0634
0.620,0.310,3.8407,0,7.0084
0.630,0.310,3.6070,0,6.9556
0.640,0.310,3.4397,0,6.9049
0.650,0.310,3.4941,0,6.8561
0.660,0.310,3.0042,0,6.8093
0.670,0.310,2.6331,0,6.7642
0.680,0.310,2.4925,0,6.7208
0.690,0.310,2.9601,0,6.6790
0.700,0.310,3.3025,0,6.6387
0.710,0.310,3.5747,0,6.5999
0.720,0.310,3.2341,0,6.5625
0.730,0.310,3.1024,0,6.5264
0.740,0.310,2.7976,0,6.4916
0.750,0.310,2.6877,0,6.4579
0.760,0.310,3.0173,0,6.4255
0.770,0.310,2.9023,0,6.3941
0.780,0.310,2.7425,0,6.3638
0.790,0.310,2.5869,0,6.3345
0.800,0.310,2.2608,0,6.3061
0.810,0.310,2.0386,0,6.2787
0.820,0.310,2.0895,0,6.2522
0.830,0.310,2.3734,0,6.2265
0.840,0.310,2.8558,0,6.2016
0.850,0.310,2.7730,0,6.1775
0.860,0.310,2.5370,0,6.1542
0.870,0.310,2.2147,0,6.1315
0.880,0.310,1.8363,0,6.1096
0.890,0.310,1.4939,0,6.0883
0.900,0.310,1.2497,0,6.0676
0.910,0.310,1.0217,0,6.0476
0.920,0.310,1.0000,0,6.0281
0.930,0.310,1.0000,0,6.0092
0.940,0.310,1.0563,0,5.9909
0.950,0.310,1.2027,0,5.9730
0.960,0.310,1.3764,0,5.9557
0.970,0.310,1.6100,0,5.9389
0.980,0.310,1.8383,0,5.9225
0.990,0.310,2.0617,0,5.9066
1.000,0.310,2.2803,0,5.8911
1.010,0.310,2.4638,0,5.8760
1.020,0.310,2.4227,0,5.8613
1.030,0.310,2.3826,0,5.8471
1.040,0.310,2.3455,0,5.8332
1.050,0.310,2.3994,0,5.8196
1.060,0.310,2.5177,0,5.8065
1.070,0.310,2.6335,0,5.7936
1.080,0.310,2.6835,0,5.7811
1.090,0.310,2.6495,0,5.7689
1.100,0.310,2.7925,0,5.7570
1.110,0.310,2.8441,0,5.7454
1.120,0.310,2.8049,0,5.7341
1.130,0.310,2.8725,0,5.7230
1.140,0.310,2.9387,0,5.7123
1.150,0.310,2.8815,0,5.7018
1.160,0.310,2.7647,0,5.6915
1.170,0.310,2.6502,0,5.6815
1.180,0.310,2.7130,0,5.6717
1.190,0.310,2.8946,0,5.6622
1.200,0.310,3.0747,0,5.6529
0.400,0.320,1.4131,1,9.0361
0.410,0.320,2.9739,1,8.8849
0.420,0.320,2.7912,1,8.7420
0.430,0.320,2.5961,1,8.6068
0.440,0.320,1.9732,1,8.4788
0.450,0.320,1.0976,1,8.3574
0.460,0.320,1.3765,1,8.2422
0.470,0.320,1.8271,1,8.1329
0.480,0.320,1.7727,0,8.0290
0.490,0.320,2.3229,0,7.9301
0.500,0.320,3.0997,0,7.8359
0.510,0.320,2.0139,0,7.7462
0.520,0.320,1.5279,0,7.6607
0.530,0.320,1.8107,0,7.5790
0.540,0.320,2.0879,0,7.5011
0.550,0.320,2.4406,0,7.4266
0.560,0.320,2.7776,0,7.3553
0.570,0.320,2.7482,0,7.2871
0.580,0.320,3.1245,0,7.2219
0.590,0.320,3.5283,0,7.1593
0.600,0.320,3.4984,0,7.0994
0.610,0.320,3.4577,0,7.0419
0.620,0.320,3.7096,0,6.9868
0.630,0.320,4.0547,0,6.9338
0.640,0.320,4.0774,0,6.8829
0.650,0.320,3.6293,0,6.8340
0.660,0.320,3.1400,0,6.7870
0.670,0.320,2.6620,0,6.7417
0.680,0.320,2.5187,0,6.6982
0.690,0.320,2.7355,0,6.6562
0.700,0.320,2.9365,0,6.6158
0.710,0.320,3.3558,0,6.5769
0.720,0.320,3.4727,0,6.5393
0.730,0.320,3.4599,0,6.5031
0.740,0.320,3.1303,0,6.4681
0.750,0.320,2.9473,0,6.4344
0.760,0.320,2.8871,0,6.4018
0.770,0.320,2.7211,0,6.3703
0.780,0.320,2.5593,0,6.3399
0.790,0.320,2.3755,0,6.3105
0.800,0.320,2.1133,0,6.2820
0.810,0.320,1.9684,0,6.2545
0.820,0.320,1.8267,0,6.2279
0.830,0.320,1.9805,0,6.2021
0.840,0.320,2.4615,0,6.1771
0.850,0.320,2.9371,0,6.1529
0.860,0.320,2.7532,0,6.1295
0.870,0.320,2.4554,0,6.1067
0.880,0.320,1.7830,0,6.0847
0.890,0.320,1.4888,0,6.0633
0.900,0.320,1.2554,0,6.0426
0.910,0.320,1.0256,0,6.0224
0.920,0.320,1.0000,0,6.0029
0.930,0.320,1.1903,0,5.9839
0.940,0.320,1.4441,0,5.9655
0.950,0.320,1.6924,0,5.9476
0.960,0.320,1.9351,0,5.9302
0.970,0.320,2.2181,0,5.9133
0.980,0.320,2.5047,0,5.8968
0.990,0.320,2.7852,0,5.8808
1.000,0.320,2.8464,0,5.8653
1.010,0.320,2.8557,0,5.8502
1.020,0.320,2.8649,0,5.8354
1.030,0.320,2.8976,0,5.8211
1.040,0.320,2.8598,0,5.8071
1.050,0.320,2.8227,0,5.7935
1.060,0.320,2.7865,0,5.7803
1.070,0.320,2.7510,0,5.7674
1.080,0.320,2.7894,0,5.7548
1.090,0.320,3.1317,0,5.7425
1.100,0.320,3.4680,0,5.7306
1.110,0.320,3.4516,0,5.7189
1.120,0.320,3.3874,0,5.7076
1.130,0.320,3.1486,0,5.6965
1.140,0.320,2.9139,0,5.6857
1.150,0.320,2.6864,0,5.6751
1.160,0.320,2.5683,0,5.6648
1.170,0.320,2.4710,0,5.6548
1.180,0.320,2.4196,0,5.6449
1.190,0.320,2.3553,0,5.6353
1.200,0.320,2.5225,0,5.6260
0.400,0.330,1.5827,1,9.0194
0.410,0.330,3.2719,1,8.8679
0.420,0.330,2.9489,1,8.7247
0.430,0.330,2.4937,1,8.5892
0.440,0.330,1.6568,1,8.4610
0.450,0.330,1.1125,1,8.3393
0.460,0.330,1.5779,1,8.2239
0.470,0.330,1.9659,1,8.1143
0.480,0.330,1.5746,0,8.0102
0.490,0.330,2.3577,0,7.9110
0.500,0.330,2.8687,0,7.8167
0.510,0.330,1.7747,0,7.7267
0.520,0.330,1.5501,0,7.6410
0.530,0.330,1.8347,0,7.5591
0.540,0.330,2.1136,0,7.4809
0.550,0.330,2.3868,0,7.4062
0.560,0.330,2.5986,0,7.3348
0.570,0.330,2.5737,0,7.2664
0.580,0.330,2.9856,0,7.2010
0.590,0.330,3.3874,0,7.1383
0.600,0.330,2.9632,0,7.0781
0.610,0.330,2.7900,0,7.0205
0.620,0.330,3.3589,0,6.9651
0.630,0.330,4.0925,0,6.9120
0.640,0.330,4.1160,0,6.8610
0.650,0.330,3.4656,0,6.8119
0.660,0.330,2.9578,0,6.7647
0.670,0.330,2.6789,0,6.7193
0.680,0.330,2.6954,0,6.6756
0.690,0.330,2.6017,0,6.6335
0.700,0.330,2.6594,0,6.5930
0.710,0.330,3.2022,0,6.5539
0.720,0.330,4.0188,0,6.5162
0.730,0.330,4.1908,0,6.4799
0.740,0.330,3.9367,0,6.4448
0.750,0.330,3.3203,0,6.4109
0.760,0.330,3.0745,0,6.3782
0.770,0.330,2.8346,0,6.3466
0.780,0.330,2.6002,0,6.3161
0.790,0.330,2.3502,0,6.2866
0.800,0.330,2.1324,0,6.2580
0.810,0.330,1.9192,0,6.2304
0.820,0.330,1.7549,0,6.2036
0.830,0.330,1.6299,0,6.1777
0.840,0.330,2.0600,0,6.1527
0.850,0.330,2.5342,0,6.1284
0.860,0.330,2.9726,0,6.1048
0.870,0.330,2.7239,0,6.0820
0.880,0.330,2.0445,0,6.0599
0.890,0.330,1.4981,0,6.0384
0.900,0.330,1.3550,0,6.0176
0.910,0.330,1.2770,0,5.9974
0.920,0.330,1.6111,0,5.9777
0.930,0.330,1.9378,0,5.9587
0.940,0.330,2.2574,0,5.9402
0.950,0.330,2.5701,0,5.9222
0.960,0.330,2.8759,0,5.9047
0.970,0.330,3.1752,0,5.8877
0.980,0.330,3.3560,0,5.8712
0.990,0.330,3.3411,0,5.8552
1.000,0.330,3.1693,0,5.8395
1.010,0.330,3.0089,0,5.8243
1.020,0.330,2.9694,0,5.8095
1.030,0.330,2.9307,0,5.7951
1.040,0.330,2.8929,0,5.7811
1.050,0.330,2.8559,0,5.7674
1.060,0.330,2.8942,0,5.7541
1.070,0.330,3.1042,0,5.7412
1.080,0.330,3.4579,0,5.7285
1.090,0.330,3.7171,0,5.7162
1.100,0.330,3.8530,0,5.7042
1.110,0.330,3.5175,0,5.6925
1.120,0.330,3.1878,0,5.6811
1.130,0.330,2.8638,0,5.6700
1.140,0.330,2.5453,0,5.6591
1.150,0.330,2.2324,0,5.6485
1.160,0.330,2.0368,0,5.6381
1.170,0.330,1.9072,0,5.6280
1.180,0.330,1.7802,0,5.6182
1.190,0.330,1.6557,0,5.6085
1.200,0.330,1.5336,0,5.5991
0.400,0.340,1.7771,1,9.0028
0.410,0.340,3.5548,1,8.8510
0.420,0.340,2.8096,1,8.7075
0.430,0.340,2.3908,1,8.5718
0.440,0.340,1.3398,1,8.4432
0.450,0.340,1.3086,1,8.3213
0.460,0.340,1.7798,1,8.2057
0.470,0.340,1.7583,1,8.0959
0.480,0.340,1.5220,0,7.9914
0.490,0.340,2.5303,0,7.8921
0.500,0.340,2.6373,0,7.7975
0.510,0.340,1.5351,0,7.7073
0.520,0.340,1.5720,0,7.6213
0.530,0.340,1.8584,0,7.5392
0.540,0.340,2.1391,0,7.4609
0.550,0.340,2.4141,0,7.3860
0.560,0.340,2.6074,0,7.3143
0.570,0.340,2.7137,0,7.2458
0.580,0.340,3.0306,0,7.1801
0.590,0.340,3.0764,0,7.1172
0.600,0.340,2.5194,0,7.0569
0.610,0.340,2.1175,0,6.9991
0.620,0.340,2.9879,0,6.9436
0.630,0.340,3.7838,0,6.8903
0.640,0.340,3.8875,0,6.8391
0.650,0.340,3.1795,0,6.7899
0.660,0.340,2.4842,0,6.7425
0.670,0.340,2.3964,0,6.6970
0.680,0.340,2.5707,0,6.6531
0.690,0.340,2.5231,0,6.6109
0.700,0.340,2.4115,0,6.5702
0.710,0.340,3.2020,0,6.5310
0.720,0.340,4.1770,0,6.4932
0.730,0.340,4.9275,0,6.4567
0.740,0.340,4.7395,0,6.4215
0.750,0.340,3.7270,0,6.3875
0.760,0.340,3.2645,0,6.3547
