eps_e,s_e,fitness,n_ghosts,n_sub_electron
357.7297,2.0560,1.0000,15,0
366.3780,2.0560,1.0000,15,1
375.2353,2.0560,1.0000,15,1
384.3068,2.0560,1.0000,15,1
393.5975,2.0560,1.0000,15,0
403.1129,2.0560,1.0000,15,0
412.8583,2.0560,1.0000,15,0
422.8393,2.0560,1.0000,15,0
433.0616,2.0560,1.0000,15,1
443.5310,2.0560,1.0000,15,1
454.2536,2.0560,1.0000,15,0
465.2353,2.0560,1.0000,15,1
476.4826,2.0560,1.0000,15,1
488.0017,2.0560,1.0000,15,1
499.7993,2.0560,1.0000,15,0
511.8822,2.0560,1.0000,15,0
524.2571,2.0560,1.0000,15,0
536.9313,2.0560,1.0000,15,1
549.9118,2.0560,1.0000,15,1
563.2061,2.0560,1.0000,15,1
576.8218,2.0560,1.0000,15,0
590.7667,2.0560,1.0000,15,1
605.0487,2.0560,1.0000,15,1
619.6760,2.0560,1.0000,15,1
634.6569,2.0560,1.0000,15,0
650.0000,2.0560,1.0000,15,0
250.0000,2.0580,1.8463,16,1
256.0438,2.0580,1.8408,16,0
262.2338,2.0580,1.8355,16,0
268.5734,2.0580,1.8304,16,0
275.0663,2.0580,1.8256,16,1
281.7161,2.0580,1.8211,16,0
288.5267,2.0580,1.8167,16,0
295.5019,2.0580,1.8125,16,0
302.6458,2.0580,1.8086,16,0
309.9624,2.0580,1.8048,16,1
317.4559,2.0580,1.8012,16,0
325.1305,2.0580,1.7977,16,0
332.9906,2.0580,1.7944,16,0
341.0408,2.0580,1.7913,16,0
349.2856,2.0580,1.7883,16,0
357.7297,2.0580,1.7855,16,0
366.3780,2.0580,1.7827,16,0
375.2353,2.0580,1.7802,16,0
384.3068,2.0580,1.7777,16,1
393.5975,2.0580,1.7753,16,0
403.1129,2.0580,1.7731,16,0
412.8583,2.0580,1.7710,16,0
422.8393,2.0580,1.7689,16,1
433.0616,2.0580,1.7670,16,1
443.5310,2.0580,1.7651,16,1
454.2536,2.0580,1.7633,16,0
465.2353,2.0580,1.7617,16,0
476.4826,2.0580,1.7601,16,1
488.0017,2.0580,1.7585,16,0
499.7993,2.0580,1.7596,16,1
511.8822,2.0580,1.7610,16,0
524.2571,2.0580,1.7623,16,1
536.9313,2.0580,1.7635,16,1
549.9118,2.0580,1.7647,16,0
563.2061,2.0580,1.7659,16,0
576.8218,2.0580,1.7670,16,0
590.7667,2.0580,1.7680,16,0
605.0487,2.0580,1.7690,16,1
619.6760,2.0580,1.7699,16,1
634.6569,2.0580,1.7708,16,0
650.0000,2.0580,1.7717,16,0
250.0000,2.0600,1.0000,16,0
256.0438,2.0600,1.0000,16,0
262.2338,2.0600,1.0000,16,0
268.5734,2.0600,1.0000,16,1
275.0663,2.0600,1.0000,16,0
281.7161,2.0600,1.0000,16,0
288.5267,2.0600,1.0000,16,0
295.5019,2.0600,1.0000,16,0
302.6458,2.0600,1.0000,16,1
309.9624,2.0600,1.0000,16,0
317.4559,2.0600,1.0000,16,1
325.1305,2.0600,1.0000,16,1
332.9906,2.0600,1.0000,16,1
341.0408,2.0600,1.0000,16,0
349.2856,2.0600,1.0000,16,0
357.7297,2.0600,1.0000,16,1
366.3780,2.0600,1.0000,16,1
375.2353,2.0600,1.0000,16,0
384.3068,2.0600,1.0000,16,1
393.5975,2.0600,1.0000,16,0
403.1129,2.0600,1.0000,16,1
412.8583,2.0600,1.0000,16,0
422.8393,2.0600,1.0000,16,1
433.0616,2.0600,1.0000,16,1
443.5310,2.0600,1.0000,16,0
454.2536,2.0600,1.0000,16,1
465.2353,2.0600,1.0000,16,0
476.4826,2.0600,1.0000,16,0
488.0017,2.0600,1.0000,16,1
499.7993,2.0600,1.0000,16,1
511.8822,2.0600,1.0000,16,0
524.2571,2.0600,1.0000,16,1
536.9313,2.0600,1.0000,16,0
549.9118,2.0600,1.0000,16,0
563.2061,2.0600,1.0000,16,1
576.8218,2.0600,1.0000,16,1
590.7667,2.0600,1.0000,16,1
605.0487,2.0600,1.0000,16,1
619.6760,2.0600,1.0000,16,1
634.6569,2.0600,1.0000,16,1
650.0000,2.0600,1.0000,16,0
