eps_p,s_p,fitness_width,ghost_count,mu36
0.900,0.080,2.9400,0,6.6550
0.910,0.080,2.8719,0,6.6367
0.920,0.080,2.7859,0,6.6190
0.930,0.080,2.7018,0,6.6018
0.940,0.080,2.6195,0,6.5851
0.950,0.080,2.5390,0,6.5689
0.960,0.080,2.4623,0,6.5531
0.970,0.080,2.5000,0,6.5378
0.980,0.080,2.9046,0,6.5229
0.990,0.080,2.8701,0,6.5085
1.000,0.080,2.6506,0,6.4944
1.010,0.080,2.7140,0,6.4808
1.020,0.080,2.7760,0,6.4675
1.030,0.080,3.0329,0,6.4545
1.040,0.080,3.4790,0,6.4419
1.050,0.080,3.9422,0,6.4297
1.060,0.080,3.6494,0,6.4178
1.070,0.080,3.1795,0,6.4061
1.080,0.080,2.7647,0,6.3948
1.090,0.080,2.6391,0,6.3838
1.100,0.080,2.5492,0,6.3730
1.110,0.080,2.4773,0,6.3626
1.120,0.080,2.4563,0,6.3523
1.130,0.080,2.5262,0,6.3424
1.140,0.080,2.5952,0,6.3327
1.150,0.080,2.6633,0,6.3232
1.160,0.080,2.7305,0,6.3140
1.170,0.080,2.7777,0,6.3049
1.180,0.080,2.8257,0,6.2961
1.190,0.080,2.9408,0,6.2875
1.200,0.080,2.8693,0,6.2791
0.400,0.090,2.3831,1,9.4384
0.410,0.090,3.3810,1,9.2937
0.420,0.090,3.0593,1,9.1571
0.430,0.090,2.2472,1,9.0282
0.440,0.090,2.4132,1,8.9062
0.450,0.090,2.7957,1,8.7908
0.460,0.090,2.5095,1,8.6814
0.470,0.090,2.9117,1,8.5776
0.480,0.090,2.4828,1,8.4791
0.490,0.090,1.9528,1,8.3855
0.500,0.090,1.9282,1,8.2966
0.510,0.090,1.9994,1,8.2119
0.520,0.090,2.4720,1,8.1312
0.530,0.090,2.8606,0,8.0544
0.540,0.090,2.6811,0,7.9810
0.550,0.090,3.1014,0,7.9111
0.560,0.090,3.8914,0,7.8442
0.570,0.090,3.1797,0,7.7803
0.580,0.090,2.3873,0,7.7192
0.590,0.090,1.9770,0,7.6608
0.600,0.090,2.1439,0,7.6048
0.610,0.090,2.3979,0,7.5512
0.620,0.090,2.7509,0,7.4997
0.630,0.090,3.1161,0,7.4504
0.640,0.090,3.4720,0,7.4031
0.650,0.090,3.8189,0,7.3576
0.660,0.090,3.5808,0,7.3140
0.670,0.090,3.2876,0,7.2720
0.680,0.090,3.2129,0,7.2316
0.690,0.090,3.1395,0,7.1928
0.700,0.090,3.7636,0,7.1554
0.710,0.090,4.4803,0,7.1194
0.720,0.090,3.9959,0,7.0848
0.730,0.090,3.5831,0,7.0514
0.740,0.090,3.4805,0,7.0191
0.750,0.090,3.5019,0,6.9881
0.760,0.090,3.8664,0,6.9581
0.770,0.090,4.0441,0,6.9291
0.780,0.090,3.9929,0,6.9011
0.790,0.090,3.9713,0,6.8741
0.800,0.090,3.8131,0,6.8480
0.810,0.090,3.4226,0,6.8228
0.820,0.090,3.1674,0,6.7984
0.830,0.090,2.9754,0,6.7747
0.840,0.090,2.7884,0,6.7519
0.850,0.090,2.6643,0,6.7298
0.860,0.090,2.7123,0,6.7083
0.870,0.090,2.8095,0,6.6876
0.880,0.090,2.8808,0,6.6674
0.890,0.090,2.9325,0,6.6479
0.900,0.090,2.9426,0,6.6290
0.910,0.090,2.8228,0,6.6107
0.920,0.090,2.7359,0,6.5929
0.930,0.090,2.6508,0,6.5756
0.940,0.090,2.5677,0,6.5588
0.950,0.090,2.5674,0,6.5426
0.960,0.090,2.6067,0,6.5268
0.970,0.090,2.6449,0,6.5114
0.980,0.090,2.8560,0,6.4965
0.990,0.090,3.2993,0,6.4819
1.000,0.090,3.0027,0,6.4678
1.010,0.090,2.8156,0,6.4541
1.020,0.090,2.8780,0,6.4408
1.030,0.090,2.9390,0,6.4278
1.040,0.090,3.2313,0,6.4151
1.050,0.090,3.5078,0,6.4028
1.060,0.090,3.6117,0,6.3908
1.070,0.090,3.1584,0,6.3792
1.080,0.090,2.7411,0,6.3678
1.090,0.090,2.4524,0,6.3567
1.100,0.090,2.3282,0,6.3459
1.110,0.090,2.2091,0,6.3354
1.120,0.090,2.2534,0,6.3252
1.130,0.090,2.3237,0,6.3152
1.140,0.090,2.3931,0,6.3054
1.150,0.090,2.4657,0,6.2959
1.160,0.090,2.6086,0,6.2866
1.170,0.090,2.7491,0,6.2775
1.180,0.090,2.8871,0,6.2687
1.190,0.090,2.9283,0,6.2601
1.200,0.090,2.8136,0,6.2516
0.400,0.100,2.3199,1,9.4202
0.410,0.100,3.5025,1,9.2752
0.420,0.100,2.9564,1,9.1384
0.430,0.100,2.2463,1,9.0092
0.440,0.100,2.5427,1,8.8869
0.450,0.100,2.7068,1,8.7712
0.460,0.100,2.5295,1,8.6616
0.470,0.100,2.9476,1,8.5576
0.480,0.100,2.3374,1,8.4589
0.490,0.100,1.9278,1,8.3651
0.500,0.100,1.9026,1,8.2759
0.510,0.100,1.8780,1,8.1910
0.520,0.100,2.3288,1,8.1101
0.530,0.100,2.8240,0,8.0330
0.540,0.100,3.0954,0,7.9595
0.550,0.100,3.5244,0,7.8894
0.560,0.100,3.7046,0,7.8223
0.570,0.100,2.8946,0,7.7583
0.580,0.100,2.1655,0,7.6970
0.590,0.100,2.2288,0,7.6384
0.600,0.100,2.5170,0,7.5822
0.610,0.100,2.9416,0,7.5284
0.620,0.100,3.2909,0,7.4768
0.630,0.100,3.6547,0,7.4274
0.640,0.100,3.7731,0,7.3799
0.650,0.100,3.3896,0,7.3343
0.660,0.100,3.0157,0,7.2905
0.670,0.100,2.8753,0,7.2484
0.680,0.100,2.7965,0,7.2079
0.690,0.100,2.9147,0,7.1689
0.700,0.100,3.6622,0,7.1314
0.710,0.100,4.1042,0,7.0953
0.720,0.100,4.1894,0,7.0605
0.730,0.100,3.6385,0,7.0270
0.740,0.100,3.5642,0,6.9947
0.750,0.100,3.9100,0,6.9635
0.760,0.100,4.0193,0,6.9334
0.770,0.100,3.9841,0,6.9043
0.780,0.100,3.9613,0,6.8763
0.790,0.100,3.8185,0,6.8491
0.800,0.100,3.4129,0,6.8229
0.810,0.100,3.1488,0,6.7976
0.820,0.100,2.9492,0,6.7731
0.830,0.100,2.7550,0,6.7494
0.840,0.100,2.5800,0,6.7264
0.850,0.100,2.6563,0,6.7042
0.860,0.100,2.7568,0,6.6827
0.870,0.100,2.8550,0,6.6619
0.880,0.100,2.9228,0,6.6417
0.890,0.100,2.9552,0,6.6221
0.900,0.100,2.8633,0,6.6031
0.910,0.100,2.7736,0,6.5847
0.920,0.100,2.7527,0,6.5668
0.930,0.100,2.8962,0,6.5495
0.940,0.100,2.9098,0,6.5327
0.950,0.100,2.8859,0,6.5163
0.960,0.100,2.8618,0,6.5004
0.970,0.100,2.8376,0,6.4850
0.980,0.100,2.8288,0,6.4700
0.990,0.100,3.2904,0,6.4554
1.000,0.100,3.4545,0,6.4413
1.010,0.100,3.1619,0,6.4275
1.020,0.100,2.8525,0,6.4141
1.030,0.100,2.7217,0,6.4010
1.040,0.100,2.6738,0,6.3883
1.050,0.100,2.9487,0,6.3760
1.060,0.100,3.2480,0,6.3640
1.070,0.100,3.1804,0,6.3522
1.080,0.100,2.7616,0,6.3408
1.090,0.100,2.3424,0,6.3297
1.100,0.100,2.1396,0,6.3189
1.110,0.100,2.0541,0,6.3083
1.120,0.100,2.0777,0,6.2980
1.130,0.100,2.1867,0,6.2880
1.140,0.100,2.3362,0,6.2782
1.150,0.100,2.4830,0,6.2686
1.160,0.100,2.6274,0,6.2593
1.170,0.100,2.7692,0,6.2502
1.180,0.100,2.9086,0,6.2413
1.190,0.100,2.7975,0,6.2326
1.200,0.100,2.6811,0,6.2241
0.400,0.110,2.3290,1,9.4021
0.410,0.110,3.4409,1,9.2568
0.420,0.110,2.8536,1,9.1197
0.430,0.110,2.2806,1,8.9902
0.440,0.110,2.6724,1,8.8677
0.450,0.110,2.6179,1,8.7518
0.460,0.110,2.5274,1,8.6419
0.470,0.110,2.8067,1,8.5376
0.480,0.110,2.1918,1,8.4387
0.490,0.110,1.9026,1,8.3447
0.500,0.110,1.8769,1,8.2552
0.510,0.110,1.8769,1,8.1701
0.520,0.110,2.1839,1,8.0891
0.530,0.110,2.6775,0,8.0118
0.540,0.110,3.5123,0,7.9381
0.550,0.110,3.9502,0,7.8677
0.560,0.110,3.4255,0,7.8005
0.570,0.110,2.7567,0,7.7363
0.580,0.110,2.3273,0,7.6748
0.590,0.110,2.6173,0,7.6160
0.600,0.110,3.0271,0,7.5597
0.610,0.110,3.4853,0,7.5057
0.620,0.110,3.7508,0,7.4540
0.630,0.110,3.6203,0,7.4044
0.640,0.110,3.2194,0,7.3567
0.650,0.110,2.8285,0,7.3110
0.660,0.110,2.5451,0,7.2671
0.670,0.110,2.4606,0,7.2248
0.680,0.110,2.5434,0,7.1842
0.690,0.110,3.0652,0,7.1451
0.700,0.110,3.2826,0,7.1075
0.710,0.110,3.8750,0,7.0712
0.720,0.110,4.3874,0,7.0363
0.730,0.110,3.6950,0,7.0027
0.740,0.110,3.9709,0,6.9702
0.750,0.110,4.1423,0,6.9389
0.760,0.110,4.0364,0,6.9087
0.770,0.110,3.9525,0,6.8796
0.780,0.110,3.8417,0,6.8514
0.790,0.110,3.4204,0,6.8242
0.800,0.110,3.1389,0,6.7979
0.810,0.110,2.9315,0,6.7725
0.820,0.110,2.7297,0,6.7479
0.830,0.110,2.5331,0,6.7241
0.840,0.110,2.5961,0,6.7010
0.850,0.110,2.6999,0,6.6787
0.860,0.110,2.8013,0,6.6571
0.870,0.110,2.9004,0,6.6362
0.880,0.110,2.9651,0,6.6160
0.890,0.110,2.9077,0,6.5963
0.900,0.110,2.8150,0,6.5772
0.910,0.110,2.7243,0,6.5587
0.920,0.110,2.7297,0,6.5408
0.930,0.110,2.7740,0,6.5234
0.940,0.110,2.8927,0,6.5065
0.950,0.110,3.1250,0,6.4901
0.960,0.110,3.3522,0,6.4741
0.970,0.110,3.4790,0,6.4587
0.980,0.110,3.4581,0,6.4436
0.990,0.110,3.4370,0,6.4290
1.000,0.110,3.5965,0,6.4147
1.010,0.110,3.2886,0,6.4009
1.020,0.110,2.8270,0,6.3874
1.030,0.110,2.6263,0,6.3743
1.040,0.110,2.4604,0,6.3616
1.050,0.110,2.4710,0,6.3492
1.060,0.110,2.7337,0,6.3371
1.070,0.110,3.0514,0,6.3253
1.080,0.110,2.7875,0,6.3139
1.090,0.110,2.3739,0,6.3027
1.100,0.110,1.9873,0,6.2918
1.110,0.110,2.0503,0,6.2812
1.120,0.110,2.1588,0,6.2709
1.130,0.110,2.2653,0,6.2608
1.140,0.110,2.3698,0,6.2509
1.150,0.110,2.4991,0,6.2413
1.160,0.110,2.6449,0,6.2320
1.170,0.110,2.7881,0,6.2228
1.180,0.110,2.7870,0,6.2139
1.190,0.110,2.6668,0,6.2052
1.200,0.110,2.5487,0,6.1967
0.400,0.120,2.4586,1,9.3840
0.410,0.120,3.3790,1,9.2385
0.420,0.120,2.7511,1,9.1011
0.430,0.120,2.3836,1,8.9713
0.440,0.120,2.8023,1,8.8486
0.450,0.120,2.5362,1,8.7324
0.460,0.120,2.6168,1,8.6222
0.470,0.120,2.6655,1,8.5177
0.480,0.120,2.0458,1,8.4186
0.490,0.120,1.8774,1,8.3243
0.500,0.120,1.8570,1,8.2347
0.510,0.120,1.8778,1,8.1493
0.520,0.120,2.0372,0,8.0681
0.530,0.120,2.6856,0,7.9906
0.540,0.120,3.9319,0,7.9167
0.550,0.120,4.3358,0,7.8461
0.560,0.120,3.3562,0,7.7787
0.570,0.120,2.7300,0,7.7143
0.580,0.120,2.7026,0,7.6527
0.590,0.120,3.1309,0,7.5937
0.600,0.120,3.5486,0,7.5372
0.610,0.120,3.6927,0,7.4831
0.620,0.120,3.5396,0,7.4312
0.630,0.120,3.0886,0,7.3814
0.640,0.120,2.6628,0,7.3336
0.650,0.120,2.2645,0,7.2878
0.660,0.120,2.1323,0,7.2437
0.670,0.120,2.3924,0,7.2013
0.680,0.120,2.6895,0,7.1605
0.690,0.120,3.0106,0,7.1213
0.700,0.120,3.1771,0,7.0836
0.710,0.120,3.6557,0,7.0472
0.720,0.120,4.2101,0,7.0122
0.730,0.120,4.1421,0,6.9784
0.740,0.120,4.3016,0,6.9459
0.750,0.120,4.2017,0,6.9144
0.760,0.120,3.9680,0,6.8841
0.770,0.120,3.8834,0,6.8549
0.780,0.120,3.4459,0,6.8266
0.790,0.120,3.1381,0,6.7993
0.800,0.120,2.9226,0,6.7729
0.810,0.120,2.7128,0,6.7474
0.820,0.120,2.5108,0,6.7227
0.830,0.120,2.5315,0,6.6988
0.840,0.120,2.6386,0,6.6757
0.850,0.120,2.7434,0,6.6533
0.860,0.120,2.8458,0,6.6316
0.870,0.120,2.9460,0,6.6106
0.880,0.120,2.9561,0,6.5903
0.890,0.120,2.8603,0,6.5705
0.900,0.120,2.7815,0,6.5514
0.910,0.120,2.8291,0,6.5328
0.920,0.120,2.8753,0,6.5148
0.930,0.120,2.9202,0,6.4973
0.940,0.120,2.9638,0,6.4804
0.950,0.120,3.0061,0,6.4639
0.960,0.120,3.1055,0,6.4479
0.970,0.120,3.3269,0,6.4323
0.980,0.120,3.4641,0,6.4172
0.990,0.120,3.4465,0,6.4025
1.000,0.120,3.4296,0,6.3882
1.010,0.120,3.3402,0,6.3743
1.020,0.120,3.0702,0,6.3608
1.030,0.120,2.8447,0,6.3477
1.040,0.120,2.6795,0,6.3349
1.050,0.120,2.5181,0,6.3224
1.060,0.120,2.6310,0,6.3103
1.070,0.120,2.8489,0,6.2985
1.080,0.120,3.1213,0,6.2869
1.090,0.120,2.7025,0,6.2757
1.100,0.120,2.2898,0,6.2648
1.110,0.120,2.1428,0,6.2541
1.120,0.120,2.2530,0,6.2437
1.130,0.120,2.3611,0,6.2336
1.140,0.120,2.4672,0,6.2237
1.150,0.120,2.5714,0,6.2141
1.160,0.120,2.6736,0,6.2047
1.170,0.120,2.7821,0,6.1955
1.180,0.120,2.6582,0,6.1865
1.190,0.120,2.5363,0,6.1778
1.200,0.120,2.4165,0,6.1692
0.400,0.130,2.7034,1,9.3660
0.410,0.130,3.3169,1,9.2202
0.420,0.130,2.7175,1,9.0825
0.430,0.130,2.4869,1,8.9525
0.440,0.130,2.9227,1,8.8295
0.450,0.130,2.5100,1,8.7130
0.460,0.130,2.7063,1,8.6026
0.470,0.130,2.5240,1,8.4979
0.480,0.130,1.8996,1,8.3985
0.490,0.130,1.8521,1,8.3040
0.500,0.130,1.8577,1,8.2141
0.510,0.130,1.8787,1,8.1286
0.520,0.130,1.8992,0,8.0471
0.530,0.130,2.7958,0,7.9694
0.540,0.130,4.2050,0,7.8953
0.550,0.130,4.3324,0,7.8246
0.560,0.130,3.3324,0,7.7570
0.570,0.130,2.8130,0,7.6924
0.580,0.130,3.2104,0,7.6306
0.590,0.130,3.5277,0,7.5714
0.600,0.130,3.5774,0,7.5148
0.610,0.130,3.4097,0,7.4605
0.620,0.130,3.0164,0,7.4085
0.630,0.130,2.5578,0,7.3585
0.640,0.130,2.1100,0,7.3106
0.650,0.130,1.9873,0,7.2646
0.660,0.130,2.2733,0,7.2203
0.670,0.130,2.5516,0,7.1778
0.680,0.130,2.8354,0,7.1369
0.690,0.130,2.8255,0,7.0976
0.700,0.130,3.2107,0,7.0597
0.710,0.130,3.6213,0,7.0232
0.720,0.130,4.1293,0,6.9881
0.730,0.130,4.6977,0,6.9542
0.740,0.130,4.3624,0,6.9215
0.750,0.130,4.2622,0,6.8900
0.760,0.130,3.9132,0,6.8596
0.770,0.130,3.4901,0,6.8302
0.780,0.130,3.1468,0,6.8018
0.790,0.130,2.9228,0,6.7744
0.800,0.130,2.7049,0,6.7479
0.810,0.130,2.4977,0,6.7223
0.820,0.130,2.4798,0,6.6975
0.830,0.130,2.5729,0,6.6736
0.840,0.130,2.6811,0,6.6504
0.850,0.130,2.7869,0,6.6279
0.860,0.130,2.8903,0,6.6061
0.870,0.130,2.9915,0,6.5850
0.880,0.130,2.9096,0,6.5646
0.890,0.130,2.8771,0,6.5448
0.900,0.130,2.9269,0,6.5256
0.910,0.130,2.9752,0,6.5069
0.920,0.130,3.0221,0,6.4889
0.930,0.130,3.0677,0,6.4713
0.940,0.130,3.1119,0,6.4543
0.950,0.130,3.1549,0,6.4377
0.960,0.130,3.1865,0,6.4217
0.970,0.130,2.9833,0,6.4060
0.980,0.130,2.8000,0,6.3909
0.990,0.130,2.7785,0,6.3761
1.000,0.130,2.7580,0,6.3618
1.010,0.130,2.8893,0,6.3478
1.020,0.130,2.8944,0,6.3342
1.030,0.130,2.7013,0,6.3210
1.040,0.130,2.7177,0,6.3082
1.050,0.130,2.7460,0,6.2957
1.060,0.130,2.6877,0,6.2835
1.070,0.130,2.9870,0,6.2716
1.080,0.130,3.2985,0,6.2600
1.090,0.130,3.4345,0,6.2488
1.100,0.130,3.0235,0,6.2378
1.110,0.130,2.6403,0,6.2271
1.120,0.130,2.6839,0,6.2167
1.130,0.130,2.7070,0,6.2065
1.140,0.130,2.7296,0,6.1966
1.150,0.130,2.7517,0,6.1869
1.160,0.130,2.7743,0,6.1774
1.170,0.130,2.7095,0,6.1682
1.180,0.130,2.5403,0,6.1592
1.190,0.130,2.4059,0,6.1504
1.200,0.130,2.2844,0,6.1418
0.400,0.140,2.9874,1,9.3481
0.410,0.140,3.2545,1,9.2020
0.420,0.140,2.7196,1,9.0640
0.430,0.140,2.5906,1,8.9337
0.440,0.140,2.9373,1,8.8104
0.450,0.140,2.4837,1,8.6937
0.460,0.140,2.7959,1,8.5831
0.470,0.140,2.3823,1,8.4781
0.480,0.140,1.8547,1,8.3785
0.490,0.140,1.8370,1,8.2838
0.500,0.140,1.8585,1,8.1937
0.510,0.140,1.8796,1,8.1079
0.520,0.140,1.9002,0,8.0262
0.530,0.140,2.9048,0,7.9484
0.540,0.140,4.3198,0,7.8740
0.550,0.140,4.2146,0,7.8031
0.560,0.140,3.3588,0,7.7353
0.570,0.140,3.2584,0,7.6705
0.580,0.140,3.4526,0,7.6086
0.590,0.140,3.5036,0,7.5492
0.600,0.140,3.3016,0,7.4924
0.610,0.140,2.8543,0,7.4380
0.620,0.140,2.4734,0,7.3858
0.630,0.140,2.0972,0,7.3357
0.640,0.140,1.9139,0,7.2876
0.650,0.140,2.1417,0,7.2414
0.660,0.140,2.4305,0,7.1971
0.670,0.140,2.7115,0,7.1544
0.680,0.140,2.6681,0,7.1134
0.690,0.140,2.8216,0,7.0739
0.700,0.140,3.2433,0,7.0359
0.710,0.140,3.6568,0,6.9993
0.720,0.140,4.4451,0,6.9640
0.730,0.140,4.6252,0,6.9300
0.740,0.140,4.4245,0,6.8972
0.750,0.140,4.2128,0,6.8656
0.760,0.140,3.5540,0,6.8351
0.770,0.140,3.1655,0,6.8056
0.780,0.140,2.9327,0,6.7771
0.790,0.140,2.7062,0,6.7496
0.800,0.140,2.4858,0,6.7230
0.810,0.140,2.4667,0,6.6973
0.820,0.140,2.5026,0,6.6724
0.830,0.140,2.6143,0,6.6484
0.840,0.140,2.7235,0,6.6251
0.850,0.140,2.8304,0,6.6025
0.860,0.140,2.9348,0,6.5807
0.870,0.140,2.9626,0,6.5595
0.880,0.140,2.9710,0,6.5390
0.890,0.140,3.0230,0,6.5191
0.900,0.140,3.0735,0,6.4998
0.910,0.140,3.1226,0,6.4811
0.920,0.140,3.1702,0,6.4629
0.930,0.140,3.2164,0,6.4453
0.940,0.140,3.2613,0,6.4282
0.950,0.140,3.1379,0,6.4116
0.960,0.140,2.9276,0,6.3955
0.970,0.140,2.7220,0,6.3798
0.980,0.140,2.5211,0,6.3645
0.990,0.140,2.3246,0,6.3497
1.000,0.140,2.1414,0,6.3353
1.010,0.140,2.3942,0,6.3213
1.020,0.140,2.6448,0,6.3077
1.030,0.140,2.4751,0,6.2944
1.040,0.140,2.1195,0,6.2815
1.050,0.140,2.2591,0,6.2689
1.060,0.140,2.3964,0,6.2567
1.070,0.140,2.5930,0,6.2448
1.080,0.140,3.0929,0,6.2332
1.090,0.140,3.5858,0,6.2219
1.100,0.140,3.7692,0,6.2108
1.110,0.140,3.3659,0,6.2001
1.120,0.140,3.2556,0,6.1896
1.130,0.140,3.2906,0,6.1794
1.140,0.140,3.3165,0,6.1694
1.150,0.140,3.3420,0,6.1597
1.160,0.140,3.3359,0,6.1502
1.170,0.140,3.0833,0,6.1409
1.180,0.140,2.8348,0,6.1319
1.190,0.140,2.5904,0,6.1231
1.200,0.140,2.3500,0,6.1144
0.400,0.150,3.2723,1,9.3302
0.410,0.150,3.1919,1,9.1838
0.420,0.150,2.7220,1,9.0456
0.430,0.150,2.6582,1,8.9150
0.440,0.150,2.8068,1,8.7915
0.450,0.150,2.4574,1,8.6745
0.460,0.150,2.8856,1,8.5636
0.470,0.150,2.2402,1,8.4584
0.480,0.150,1.8297,1,8.3585
0.490,0.150,1.8376,1,8.2636
0.500,0.150,1.8592,1,8.1733
0.510,0.150,1.8804,1,8.0873
0.520,0.150,2.0183,0,8.0054
0.530,0.150,3.1836,0,7.9273
0.540,0.150,4.4333,0,7.8528
0.550,0.150,4.0980,0,7.7817
0.560,0.150,3.5732,0,7.7137
0.570,0.150,3.3732,0,7.6487
0.580,0.150,3.4287,0,7.5866
0.590,0.150,3.2451,0,7.5271
0.600,0.150,2.7684,0,7.4701
0.610,0.150,2.3034,0,7.4155
0.620,0.150,2.0860,0,7.3631
0.630,0.150,1.9803,0,7.3129
0.640,0.150,2.0472,0,7.2647
0.650,0.150,2.3160,0,7.2183
0.660,0.150,2.5883,0,7.1738
0.670,0.150,2.8036,0,7.1310
0.680,0.150,2.5220,0,7.0899
0.690,0.150,2.8503,0,7.0503
0.700,0.150,3.2749,0,7.0121
0.710,0.150,3.9963,0,6.9754
0.720,0.150,4.6907,0,6.9400
0.730,0.150,4.5890,0,6.9059
0.740,0.150,4.4877,0,6.8730
0.750,0.150,3.9152,0,6.8412
0.760,0.150,3.1945,0,6.8106
0.770,0.150,2.9527,0,6.7810
0.780,0.150,2.7174,0,6.7524
0.790,0.150,2.4883,0,6.7248
0.800,0.150,2.4544,0,6.6981
0.810,0.150,2.4354,0,6.6723
0.820,0.150,2.5429,0,6.6474
0.830,0.150,2.6557,0,6.6232
0.840,0.150,2.7660,0,6.5998
0.850,0.150,2.8738,0,6.5772
0.860,0.150,2.9782,0,6.5552
0.870,0.150,3.0629,0,6.5340
0.880,0.150,3.1173,0,6.5134
0.890,0.150,3.1701,0,6.4934
0.900,0.150,3.2214,0,6.4741
0.910,0.150,3.2712,0,6.4553
0.920,0.150,3.3195,0,6.4371
0.930,0.150,3.3206,0,6.4194
0.940,0.150,3.0978,0,6.4022
0.950,0.150,2.8800,0,6.3855
0.960,0.150,2.6672,0,6.3693
0.970,0.150,2.4592,0,6.3536
0.980,0.150,2.2559,0,6.3383
0.990,0.150,2.0570,0,6.3234
1.000,0.150,1.8627,0,6.3089
1.010,0.150,1.9031,0,6.2949
1.020,0.150,2.2631,0,6.2812
1.030,0.150,2.6184,0,6.2678
1.040,0.150,2.3731,0,6.2549
1.050,0.150,2.0305,0,6.2423
1.060,0.150,1.8840,0,6.2300
1.070,0.150,2.0170,0,6.2180
1.080,0.150,2.2740,0,6.2063
1.090,0.150,2.7648,0,6.1950
1.100,0.150,3.2487,0,6.1839
1.110,0.150,3.3281,0,6.1731
1.120,0.150,3.1477,0,6.1626
1.130,0.150,3.4178,0,6.1523
1.140,0.150,3.6108,0,6.1423
1.150,0.150,3.8002,0,6.1325
1.160,0.150,3.7980,0,6.1230
1.170,0.150,3.5453,0,6.1137
1.180,0.150,3.2968,0,6.1046
1.190,0.150,3.0523,0,6.0957
1.200,0.150,2.8119,0,6.0871
0.400,0.160,3.5583,1,9.3124
0.410,0.160,3.1291,1,9.1657
0.420,0.160,2.7100,1,9.0272
0.430,0.160,2.7187,1,8.8964
0.440,0.160,2.6761,1,8.7726
0.450,0.160,2.4309,1,8.6553
0.460,0.160,2.7544,1,8.5442
0.470,0.160,2.0979,1,8.4388
0.480,0.160,1.8159,1,8.3386
0.490,0.160,1.8382,1,8.2435
0.500,0.160,1.8599,1,8.1529
0.510,0.160,1.9721,0,8.0668
0.520,0.160,2.4642,0,7.9846
0.530,0.160,3.6936,0,7.9063
0.540,0.160,4.5936,0,7.8316
0.550,0.160,4.0990,0,7.7603
0.560,0.160,3.3198,0,7.6922
0.570,0.160,3.3526,0,7.6270
0.580,0.160,3.2152,0,7.5647
0.590,0.160,2.7180,0,7.5050
0.600,0.160,2.3110,0,7.4478
0.610,0.160,2.0336,0,7.3931
0.620,0.160,1.9528,0,7.3405
0.630,0.160,1.9999,0,7.2901
0.640,0.160,2.2222,0,7.2418
0.650,0.160,2.4941,0,7.1953
0.660,0.160,2.7580,0,7.1506
0.670,0.160,2.6366,0,7.1077
0.680,0.160,2.5147,0,7.0664
0.690,0.160,2.8779,0,7.0267
0.700,0.160,3.4237,0,6.9884
0.710,0.160,4.3738,0,6.9515
0.720,0.160,4.7557,0,6.9160
0.730,0.160,4.6538,0,6.8818
0.740,0.160,4.3873,0,6.8488
0.750,0.160,3.4976,0,6.8169
0.760,0.160,2.9832,0,6.7862
0.770,0.160,2.7386,0,6.7565
0.780,0.160,2.5007,0,6.7278
0.790,0.160,2.4432,0,6.7001
0.800,0.160,2.4231,0,6.6733
0.810,0.160,2.4668,0,6.6474
0.820,0.160,2.5832,0,6.6223
0.830,0.160,2.6970,0,6.5981
0.840,0.160,2.8084,0,6.5746
0.850,0.160,2.9285,0,6.5519
0.860,0.160,3.1124,0,6.5299
0.870,0.160,3.2096,0,6.5085
0.880,0.160,3.2648,0,6.4879
0.890,0.160,3.3185,0,6.4678
0.900,0.160,3.3705,0,6.4484
0.910,0.160,3.4210,0,6.4295
0.920,0.160,3.2969,0,6.4112
0.930,0.160,3.0663,0,6.3935
0.940,0.160,2.8409,0,6.3762
0.950,0.160,2.6206,0,6.3595
0.960,0.160,2.4053,0,6.3432
0.970,0.160,2.1948,0,6.3274
0.980,0.160,1.9891,0,6.3120
0.990,0.160,1.7879,0,6.2971
1.000,0.160,1.7360,0,6.2825
1.010,0.160,1.7182,0,6.2684
1.020,0.160,1.9656,0,6.2547
1.030,0.160,2.3205,0,6.2413
1.040,0.160,2.6626,0,6.2283
1.050,0.160,2.2915,0,6.2156
1.060,0.160,1.9744,0,6.2033
1.070,0.160,1.7380,0,6.1912
1.080,0.160,1.7774,0,6.1795
1.090,0.160,1.9939,0,6.1681
1.100,0.160,2.4118,0,6.1570
1.110,0.160,2.8869,0,6.1461
1.120,0.160,2.8840,0,6.1356
1.130,0.160,2.9490,0,6.1253
1.140,0.160,3.2087,0,6.1152
1.150,0.160,3.3845,0,6.1054
1.160,0.160,3.2820,0,6.0958
1.170,0.160,3.1809,0,6.0865
1.180,0.160,3.0813,0,6.0773
1.190,0.160,2.9831,0,6.0684
1.200,0.160,2.8863,0,6.0597
0.400,0.170,3.8451,1,9.2946
0.410,0.170,3.0661,1,9.1477
0.420,0.170,2.6702,1,9.0089
0.430,0.170,2.9472,1,8.8778
0.440,0.170,2.6926,1,8.7537
0.450,0.170,2.4491,1,8.6362
0.460,0.170,2.6167,1,8.5249
0.470,0.170,1.9553,1,8.4192
0.480,0.170,1.8164,1,8.3188
0.490,0.170,1.8387,1,8.2234
0.500,0.170,1.9370,1,8.1327
0.510,0.170,2.2105,0,8.0463
0.520,0.170,2.9631,0,7.9639
0.530,0.170,4.2052,0,7.8854
0.540,0.170,4.6322,0,7.8105
0.550,0.170,3.8302,0,7.7390
0.560,0.170,3.5512,0,7.6707
0.570,0.170,3.2977,0,7.6053
0.580,0.170,2.6944,0,7.5428
