eps_p,s_p,fitness_width,ghost_count,mu36
0.760,0.430,3.5208,0,6.1454
0.770,0.430,3.2258,0,6.1126
0.780,0.430,2.9472,0,6.0809
0.790,0.430,2.6747,0,6.0502
0.800,0.430,2.4360,0,6.0205
0.810,0.430,2.3633,0,5.9918
0.820,0.430,2.4387,0,5.9640
0.830,0.430,2.5118,0,5.9370
0.840,0.430,2.6123,0,5.9109
0.850,0.430,2.8545,0,5.8856
0.860,0.430,2.8072,0,5.8611
0.870,0.430,2.6672,0,5.8374
0.880,0.430,2.6707,0,5.8143
0.890,0.430,2.7288,0,5.7919
0.900,0.430,2.7857,0,5.7702
0.910,0.430,2.9602,0,5.7491
0.920,0.430,3.1971,0,5.7286
0.930,0.430,3.4288,0,5.7088
0.940,0.430,3.4007,0,5.6894
0.950,0.430,3.5834,0,5.6707
0.960,0.430,3.7646,0,5.6524
0.970,0.430,3.9444,0,5.6347
0.980,0.430,3.6522,0,5.6174
0.990,0.430,3.2040,0,5.6006
1.000,0.430,2.7981,0,5.5843
1.010,0.430,2.4927,0,5.5684
1.020,0.430,2.4001,0,5.5529
1.030,0.430,2.3092,0,5.5378
1.040,0.430,2.2200,0,5.5231
1.050,0.430,2.2671,0,5.5088
1.060,0.430,2.4059,0,5.4949
1.070,0.430,2.5547,0,5.4813
1.080,0.430,2.7041,0,5.4681
1.090,0.430,2.8207,0,5.4552
1.100,0.430,2.5415,0,5.4426
1.110,0.430,2.2665,0,5.4304
1.120,0.430,1.9957,0,5.4184
1.130,0.430,1.7289,0,5.4067
1.140,0.430,1.5160,0,5.3953
1.150,0.430,1.4984,0,5.3842
1.160,0.430,1.4924,0,5.3733
1.170,0.430,1.4865,0,5.3627
1.180,0.430,1.4807,0,5.3524
1.190,0.430,1.4750,0,5.3422
1.200,0.430,1.4694,0,5.3324
0.400,0.440,2.9722,1,8.8404
0.410,0.440,3.0692,1,8.6857
0.420,0.440,3.1694,1,8.5395
0.430,0.440,2.5160,1,8.4010
0.440,0.440,1.9584,1,8.2698
0.450,0.440,1.7412,1,8.1454
0.460,0.440,1.7677,0,8.0272
0.470,0.440,2.8897,0,7.9148
0.480,0.440,3.3681,0,7.8080
0.490,0.440,2.0676,0,7.7063
0.500,0.440,1.8705,0,7.6094
0.510,0.440,1.8952,0,7.5169
0.520,0.440,1.9196,0,7.4288
0.530,0.440,1.9436,0,7.3445
0.540,0.440,2.0851,0,7.2641
0.550,0.440,2.6343,0,7.1871
0.560,0.440,2.8290,0,7.1135
0.570,0.440,2.6541,0,7.0430
0.580,0.440,2.9242,0,6.9754
0.590,0.440,3.2411,0,6.9106
0.600,0.440,3.1096,0,6.8485
0.610,0.440,2.4390,0,6.7889
0.620,0.440,2.0277,0,6.7317
0.630,0.440,2.1075,0,6.6767
0.640,0.440,2.3895,0,6.6238
0.650,0.440,2.6378,0,6.5730
0.660,0.440,3.0949,0,6.5241
0.670,0.440,3.3767,0,6.4770
0.680,0.440,3.6392,0,6.4316
0.690,0.440,3.5214,0,6.3880
0.700,0.440,3.5322,0,6.3458
0.710,0.440,3.4121,0,6.3052
0.720,0.440,3.2143,0,6.2661
0.730,0.440,3.4718,0,6.2283
0.740,0.440,3.3982,0,6.1917
0.750,0.440,3.3764,0,6.1565
0.760,0.440,3.1332,0,6.1224
0.770,0.440,2.8379,0,6.0895
0.780,0.440,2.5542,0,6.0577
0.790,0.440,2.4576,0,6.0269
0.800,0.440,2.3697,0,5.9971
0.810,0.440,2.5152,0,5.9682
0.820,0.440,2.6290,0,5.9403
0.830,0.440,2.7038,0,5.9133
0.840,0.440,2.9500,0,5.8871
0.850,0.440,2.9883,0,5.8617
0.860,0.440,2.9049,0,5.8370
0.870,0.440,2.9253,0,5.8132
0.880,0.440,3.0408,0,5.7900
0.890,0.440,3.1017,0,5.7675
0.900,0.440,3.3103,0,5.7457
0.910,0.440,3.5576,0,5.7246
0.920,0.440,3.7166,0,5.7040
0.930,0.440,3.6015,0,5.6840
0.940,0.440,3.4145,0,5.6646
0.950,0.440,3.1379,0,5.6458
0.960,0.440,3.1379,0,5.6274
0.970,0.440,3.1560,0,5.6096
0.980,0.440,3.2171,0,5.5923
0.990,0.440,3.1709,0,5.5754
1.000,0.440,2.7992,0,5.5590
1.010,0.440,2.4329,0,5.5430
1.020,0.440,2.0717,0,5.5275
1.030,0.440,1.8978,0,5.5123
1.040,0.440,1.8060,0,5.4976
1.050,0.440,1.8479,0,5.4832
1.060,0.440,1.9864,0,5.4692
1.070,0.440,2.1233,0,5.4556
1.080,0.440,2.3217,0,5.4423
1.090,0.440,2.4763,0,5.4293
1.100,0.440,2.2462,0,5.4167
1.110,0.440,2.0275,0,5.4044
1.120,0.440,1.8118,0,5.3923
1.130,0.440,1.5992,0,5.3806
1.140,0.440,1.4554,0,5.3691
1.150,0.440,1.4490,0,5.3580
1.160,0.440,1.4428,0,5.3470
1.170,0.440,1.4367,0,5.3364
1.180,0.440,1.4307,0,5.3260
1.190,0.440,1.4248,0,5.3158
1.200,0.440,1.4190,0,5.3059
0.400,0.450,3.0660,1,8.8245
0.410,0.450,3.0579,1,8.6696
0.420,0.450,3.2547,1,8.5231
0.430,0.450,2.2909,1,8.3844
0.440,0.450,1.7628,1,8.2529
0.450,0.450,1.7406,1,8.1282
0.460,0.450,1.7673,0,8.0097
0.470,0.450,3.1115,0,7.8971
0.480,0.450,3.1364,0,7.7901
0.490,0.450,1.8765,0,7.6881
0.500,0.450,1.8705,0,7.5909
0.510,0.450,1.8953,0,7.4983
0.520,0.450,1.9199,0,7.4099
0.530,0.450,1.9440,0,7.3255
0.540,0.450,2.2164,0,7.2448
0.550,0.450,2.7699,0,7.1676
0.560,0.450,2.6889,0,7.0938
0.570,0.450,2.6495,0,7.0231
0.580,0.450,3.2091,0,6.9553
0.590,0.450,3.2544,0,6.8904
0.600,0.450,2.8375,0,6.8281
0.610,0.450,2.3156,0,6.7683
0.620,0.450,1.9929,0,6.7109
0.630,0.450,2.1564,0,6.6557
0.640,0.450,2.4052,0,6.6027
0.650,0.450,2.6617,0,6.5517
0.660,0.450,3.2701,0,6.5026
0.670,0.450,3.4613,0,6.4553
0.680,0.450,3.3578,0,6.4098
0.690,0.450,3.1427,0,6.3660
0.700,0.450,3.3403,0,6.3238
0.710,0.450,3.6467,0,6.2830
0.720,0.450,3.5118,0,6.2437
0.730,0.450,3.1566,0,6.2057
0.740,0.450,3.0800,0,6.1691
0.750,0.450,3.0053,0,6.1337
0.760,0.450,2.7437,0,6.0995
0.770,0.450,2.5837,0,6.0665
0.780,0.450,2.4842,0,6.0345
0.790,0.450,2.3869,0,6.0036
0.800,0.450,2.4893,0,5.9737
0.810,0.450,2.6361,0,5.9447
0.820,0.450,2.9040,0,5.9167
0.830,0.450,3.2516,0,5.8896
0.840,0.450,3.3029,0,5.8632
0.850,0.450,3.1577,0,5.8377
0.860,0.450,3.1647,0,5.8130
0.870,0.450,3.2876,0,5.7891
0.880,0.450,3.4083,0,5.7658
0.890,0.450,3.6490,0,5.7432
0.900,0.450,3.7693,0,5.7213
0.910,0.450,3.6837,0,5.7001
0.920,0.450,3.3841,0,5.6794
0.930,0.450,3.0907,0,5.6594
0.940,0.450,2.8031,0,5.6399
0.950,0.450,2.5214,0,5.6209
0.960,0.450,2.2454,0,5.6025
0.970,0.450,2.2358,0,5.5846
0.980,0.450,2.4084,0,5.5672
0.990,0.450,2.5793,0,5.5502
1.000,0.450,2.7487,0,5.5338
1.010,0.450,2.4372,0,5.5177
1.020,0.450,2.1467,0,5.5021
1.030,0.450,1.8634,0,5.4869
1.040,0.450,1.6049,0,5.4721
1.050,0.450,1.7092,0,5.4576
1.060,0.450,1.9164,0,5.4436
1.070,0.450,2.1207,0,5.4299
1.080,0.450,2.3223,0,5.4165
1.090,0.450,2.4732,0,5.4035
1.100,0.450,2.2357,0,5.3908
1.110,0.450,2.0014,0,5.3784
1.120,0.450,1.7702,0,5.3663
1.130,0.450,1.5422,0,5.3545
1.140,0.450,1.4057,0,5.3430
1.150,0.450,1.3992,0,5.3318
1.160,0.450,1.3927,0,5.3208
1.170,0.450,1.3864,0,5.3101
1.180,0.450,1.3802,0,5.2996
1.190,0.450,1.3741,0,5.2894
1.200,0.450,1.3681,0,5.2794
0.400,0.460,3.0695,1,8.8088
0.410,0.460,3.0470,1,8.6536
0.420,0.460,3.3131,1,8.5068
0.430,0.460,2.1010,1,8.3678
0.440,0.460,1.7129,1,8.2360
0.450,0.460,1.7400,1,8.1110
0.460,0.460,1.9017,0,7.9923
0.470,0.460,3.3333,0,7.8795
0.480,0.460,2.9046,0,7.7722
0.490,0.460,1.8450,0,7.6700
0.500,0.460,1.8704,0,7.5726
0.510,0.460,1.8954,0,7.4797
0.520,0.460,1.9200,0,7.3911
0.530,0.460,1.9443,0,7.3065
0.540,0.460,2.3478,0,7.2256
0.550,0.460,2.9058,0,7.1482
0.560,0.460,2.6808,0,7.0741
0.570,0.460,2.6449,0,7.0032
0.580,0.460,3.2683,0,6.9353
0.590,0.460,3.2821,0,6.8702
0.600,0.460,2.6201,0,6.8077
0.610,0.460,2.1819,0,6.7477
0.620,0.460,1.9758,0,6.6901
0.630,0.460,2.1638,0,6.6348
0.640,0.460,2.4142,0,6.5816
0.650,0.460,2.8318,0,6.5304
0.660,0.460,3.4456,0,6.4812
0.670,0.460,3.5464,0,6.4338
0.680,0.460,3.1259,0,6.3881
0.690,0.460,3.0787,0,6.3441
0.700,0.460,3.1457,0,6.3017
0.710,0.460,3.2066,0,6.2608
0.720,0.460,3.2879,0,6.2214
0.730,0.460,2.9119,0,6.1833
0.740,0.460,2.7596,0,6.1465
0.750,0.460,2.7436,0,6.1110
0.760,0.460,2.6194,0,6.0767
0.770,0.460,2.5159,0,6.0435
0.780,0.460,2.4147,0,6.0114
0.790,0.460,2.4581,0,5.9804
0.800,0.460,2.6495,0,5.9504
0.810,0.460,3.0416,0,5.9213
0.820,0.460,3.4257,0,5.8932
0.830,0.460,3.5989,0,5.8659
0.840,0.460,3.5003,0,5.8395
0.850,0.460,3.4517,0,5.8139
0.860,0.460,3.4271,0,5.7891
0.870,0.460,3.3453,0,5.7650
0.880,0.460,3.4512,0,5.7416
0.890,0.460,3.5344,0,5.7190
0.900,0.460,3.3956,0,5.6970
0.910,0.460,3.0842,0,5.6756
0.920,0.460,2.7792,0,5.6549
0.930,0.460,2.4803,0,5.6347
0.940,0.460,2.1875,0,5.6152
0.950,0.460,1.9065,0,5.5961
0.960,0.460,1.7958,0,5.5776
0.970,0.460,1.7709,0,5.5597
0.980,0.460,1.7598,0,5.5422
0.990,0.460,2.0075,0,5.5251
1.000,0.460,2.2521,0,5.5086
1.010,0.460,2.4936,0,5.4925
1.020,0.460,2.5710,0,5.4768
1.030,0.460,2.2898,0,5.4615
1.040,0.460,2.0122,0,5.4466
1.050,0.460,1.7381,0,5.4321
1.060,0.460,1.9107,0,5.4180
1.070,0.460,2.1170,0,5.4042
1.080,0.460,2.3205,0,5.3908
1.090,0.460,2.4732,0,5.3777
1.100,0.460,2.2333,0,5.3649
1.110,0.460,1.9967,0,5.3525
1.120,0.460,1.7633,0,5.3403
1.130,0.460,1.5330,0,5.3285
1.140,0.460,1.3955,0,5.3169
1.150,0.460,1.3760,0,5.3056
1.160,0.460,1.3568,0,5.2946
1.170,0.460,1.3378,0,5.2838
1.180,0.460,1.3292,0,5.2733
1.190,0.460,1.3229,0,5.2631
1.200,0.460,1.3168,0,5.2530
0.400,0.470,2.9836,1,8.7931
0.410,0.470,3.0732,1,8.6376
0.420,0.470,3.0326,1,8.4905
0.430,0.470,1.9107,1,8.3512
0.440,0.470,1.7122,1,8.2192
0.450,0.470,1.7394,1,8.0940
0.460,0.470,2.1141,0,7.9750
0.470,0.470,3.5551,0,7.8620
0.480,0.470,2.6727,0,7.7544
0.490,0.470,1.8448,0,7.6520
0.500,0.470,1.8703,0,7.5543
0.510,0.470,1.8955,0,7.4612
0.520,0.470,1.9202,0,7.3724
0.530,0.470,1.9446,0,7.2875
0.540,0.470,2.4794,0,7.2064
0.550,0.470,2.9425,0,7.1288
0.560,0.470,2.6765,0,7.0546
0.570,0.470,2.8292,0,6.9835
0.580,0.470,3.2957,0,6.9153
0.590,0.470,3.2018,0,6.8500
0.600,0.470,2.4678,0,6.7873
0.610,0.470,1.9960,0,6.7272
0.620,0.470,1.9443,0,6.6694
0.630,0.470,2.1709,0,6.6139
0.640,0.470,2.4228,0,6.5605
0.650,0.470,3.0022,0,6.5092
0.660,0.470,3.5361,0,6.4598
0.670,0.470,3.4752,0,6.4123
0.680,0.470,3.2104,0,6.3665
0.690,0.470,3.0794,0,6.3223
0.700,0.470,2.7796,0,6.2798
0.710,0.470,2.6909,0,6.2387
0.720,0.470,2.6556,0,6.1991
0.730,0.470,2.7309,0,6.1609
0.740,0.470,2.6079,0,6.1240
0.750,0.470,2.7011,0,6.0884
0.760,0.470,2.6137,0,6.0539
0.770,0.470,2.4477,0,6.0206
0.780,0.470,2.4214,0,5.9884
0.790,0.470,2.7554,0,5.9573
0.800,0.470,3.1621,0,5.9271
0.810,0.470,3.5604,0,5.8979
0.820,0.470,3.8120,0,5.8697
0.830,0.470,3.5462,0,5.8423
0.840,0.470,3.3136,0,5.8158
0.850,0.470,3.2243,0,5.7901
0.860,0.470,3.0783,0,5.7651
0.870,0.470,3.1485,0,5.7410
0.880,0.470,3.2754,0,5.7175
0.890,0.470,3.1212,0,5.6948
0.900,0.470,2.7976,0,5.6727
0.910,0.470,2.4806,0,5.6512
0.920,0.470,2.2066,0,5.6304
0.930,0.470,1.9973,0,5.6102
0.940,0.470,1.8497,0,5.5905
0.950,0.470,1.8240,0,5.5714
0.960,0.470,1.7986,0,5.5528
0.970,0.470,1.7736,0,5.5347
0.980,0.470,1.7489,0,5.5172
0.990,0.470,1.7245,0,5.5001
1.000,0.470,1.8288,0,5.4834
1.010,0.470,2.0678,0,5.4672
1.020,0.470,2.3037,0,5.4515
1.030,0.470,2.5366,0,5.4361
1.040,0.470,2.4479,0,5.4212
1.050,0.470,2.1758,0,5.4066
1.060,0.470,1.9073,0,5.3924
1.070,0.470,2.1106,0,5.3786
1.080,0.470,2.3160,0,5.3651
1.090,0.470,2.4763,0,5.3519
1.100,0.470,2.2341,0,5.3391
1.110,0.470,1.9952,0,5.3266
1.120,0.470,1.7595,0,5.3144
1.130,0.470,1.5269,0,5.3025
1.140,0.470,1.3948,0,5.2909
1.150,0.470,1.3751,0,5.2795
1.160,0.470,1.3556,0,5.2685
1.170,0.470,1.3365,0,5.2576
1.180,0.470,1.3175,0,5.2471
1.190,0.470,1.2988,0,5.2368
1.200,0.470,1.2804,0,5.2267
0.400,0.480,2.8975,1,8.7774
0.410,0.480,3.1571,1,8.6217
0.420,0.480,2.7519,1,8.4743
0.430,0.480,1.7201,1,8.3348
0.440,0.480,1.7114,1,8.2025
0.450,0.480,1.7387,0,8.0770
0.460,0.480,2.3265,0,7.9578
0.470,0.480,3.7130,0,7.8445
0.480,0.480,2.4407,0,7.7367
0.490,0.480,1.8446,0,7.6340
0.500,0.480,1.8702,0,7.5362
0.510,0.480,1.8955,0,7.4428
0.520,0.480,1.9203,0,7.3537
0.530,0.480,2.0316,0,7.2687
0.540,0.480,2.6112,0,7.1873
0.550,0.480,2.8073,0,7.1095
0.560,0.480,2.6722,0,7.0351
0.570,0.480,3.1294,0,6.9638
0.580,0.480,3.3148,0,6.8955
0.590,0.480,2.8846,0,6.8300
0.600,0.480,2.2861,0,6.7671
0.610,0.480,1.9329,0,6.7068
0.620,0.480,1.9187,0,6.6488
0.630,0.480,2.1775,0,6.5931
0.640,0.480,2.5345,0,6.5396
0.650,0.480,3.1727,0,6.4881
0.660,0.480,3.6213,0,6.4385
0.670,0.480,3.4306,0,6.3908
0.680,0.480,3.0806,0,6.3449
0.690,0.480,2.5956,0,6.3006
0.700,0.480,2.4677,0,6.2579
0.710,0.480,2.3758,0,6.2167
0.720,0.480,2.3325,0,6.1769
0.730,0.480,2.4675,0,6.1386
0.740,0.480,2.6422,0,6.1016
0.750,0.480,2.6320,0,6.0658
0.760,0.480,2.6363,0,6.0312
0.770,0.480,2.4125,0,5.9978
0.780,0.480,2.8429,0,5.9654
0.790,0.480,3.2645,0,5.9342
0.800,0.480,3.4970,0,5.9039
0.810,0.480,3.5983,0,5.8746
0.820,0.480,3.2649,0,5.8462
0.830,0.480,2.9933,0,5.8188
0.840,0.480,2.9000,0,5.7921
0.850,0.480,2.8088,0,5.7663
0.860,0.480,2.9084,0,5.7413
0.870,0.480,2.9923,0,5.7170
0.880,0.480,2.8502,0,5.6935
0.890,0.480,2.6517,0,5.6706
0.900,0.480,2.4264,0,5.6484
0.910,0.480,2.2057,0,5.6269
0.920,0.480,1.9895,0,5.6060
0.930,0.480,1.8794,0,5.5856
0.940,0.480,1.8532,0,5.5659
0.950,0.480,1.8273,0,5.5467
0.960,0.480,1.8017,0,5.5280
0.970,0.480,1.7765,0,5.5099
0.980,0.480,1.7516,0,5.4922
0.990,0.480,1.7270,0,5.4751
1.000,0.480,1.7027,0,5.4584
1.010,0.480,1.6788,0,5.4421
1.020,0.480,1.8686,0,5.4262
1.030,0.480,2.0990,0,5.4108
1.040,0.480,2.3264,0,5.3958
1.050,0.480,2.5509,0,5.3812
1.060,0.480,2.3546,0,5.3669
1.070,0.480,2.1016,0,5.3530
1.080,0.480,2.3089,0,5.3394
1.090,0.480,2.4826,0,5.3262
1.100,0.480,2.2382,0,5.3133
1.110,0.480,1.9970,0,5.3008
1.120,0.480,1.7589,0,5.2885
1.130,0.480,1.5240,0,5.2765
1.140,0.480,1.3944,0,5.2649
1.150,0.480,1.3745,0,5.2535
1.160,0.480,1.3548,0,5.2423
1.170,0.480,1.3354,0,5.2315
1.180,0.480,1.3163,0,5.2208
1.190,0.480,1.2974,0,5.2105
1.200,0.480,1.2787,0,5.2003
0.400,0.490,2.8112,1,8.7619
0.410,0.490,3.3437,1,8.6058
0.420,0.490,2.4709,1,8.4582
0.430,0.490,1.6830,1,8.3184
0.440,0.490,1.7106,1,8.1859
0.450,0.490,1.7380,0,8.0601
0.460,0.490,2.5388,0,7.9407
0.470,0.490,3.5850,0,7.8271
0.480,0.490,2.2086,0,7.7190
0.490,0.490,1.8443,0,7.6161
0.500,0.490,1.8701,0,7.5180
0.510,0.490,1.8954,0,7.4245
0.520,0.490,1.9204,0,7.3352
0.530,0.490,2.1590,0,7.2499
0.540,0.490,2.7431,0,7.1683
0.550,0.490,2.6917,0,7.0903
0.560,0.490,2.6735,0,7.0157
0.570,0.490,3.3123,0,6.9442
0.580,0.490,3.2832,0,6.8757
0.590,0.490,2.5958,0,6.8100
0.600,0.490,2.1038,0,6.7469
0.610,0.490,1.9016,0,6.6864
0.620,0.490,1.9234,0,6.6283
0.630,0.490,2.1838,0,6.5724
0.640,0.490,2.6996,0,6.5187
0.650,0.490,3.3433,0,6.4670
0.660,0.490,3.6546,0,6.4173
0.670,0.490,3.2181,0,6.3695
0.680,0.490,2.5801,0,6.3233
0.690,0.490,2.2514,0,6.2789
0.700,0.490,2.1538,0,6.2360
0.710,0.490,2.1838,0,6.1947
0.720,0.490,2.3223,0,6.1548
0.730,0.490,2.4582,0,6.1163
0.740,0.490,2.5915,0,6.0792
0.750,0.490,2.5825,0,6.0433
0.760,0.490,2.6251,0,6.0085
0.770,0.490,2.8134,0,5.9750
0.780,0.490,2.9784,0,5.9425
0.790,0.490,3.1399,0,5.9111
0.800,0.490,3.2978,0,5.8808
0.810,0.490,3.0003,0,5.8514
0.820,0.490,2.6799,0,5.8229
0.830,0.490,2.5804,0,5.7953
0.840,0.490,2.4832,0,5.7685
0.850,0.490,2.6307,0,5.7426
0.860,0.490,2.8788,0,5.7175
0.870,0.490,2.8475,0,5.6931
0.880,0.490,2.6401,0,5.6695
0.890,0.490,2.4415,0,5.6465
0.900,0.490,2.2135,0,5.6242
0.910,0.490,1.9901,0,5.6026
0.920,0.490,1.9101,0,5.5816
0.930,0.490,1.8834,0,5.5612
0.940,0.490,1.8570,0,5.5413
0.950,0.490,1.8309,0,5.5221
0.960,0.490,1.8051,0,5.5033
0.970,0.490,1.7797,0,5.4851
0.980,0.490,1.7546,0,5.4674
0.990,0.490,1.7298,0,5.4501
1.000,0.490,1.7053,0,5.4333
1.010,0.490,1.6812,0,5.4170
1.020,0.490,1.6573,0,5.4011
1.030,0.490,1.6545,0,5.3856
1.040,0.490,1.8794,0,5.3705
1.050,0.490,2.1014,0,5.3558
1.060,0.490,2.3205,0,5.3414
1.070,0.490,2.5369,0,5.3275
1.080,0.490,2.2990,0,5.3138
1.090,0.490,2.4923,0,5.3006
1.100,0.490,2.2456,0,5.2876
1.110,0.490,2.0021,0,5.2750
1.120,0.490,1.7617,0,5.2627
1.130,0.490,1.5245,0,5.2506
1.140,0.490,1.3942,0,5.2389
1.150,0.490,1.3741,0,5.2274
1.160,0.490,1.3542,0,5.2163
1.170,0.490,1.3346,0,5.2053
1.180,0.490,1.3153,0,5.1947
1.190,0.490,1.2962,0,5.1842
1.200,0.490,1.2774,0,5.1741
0.400,0.500,2.7245,1,8.7464
0.410,0.500,3.3256,1,8.5901
0.420,0.500,2.1897,1,8.4422
0.430,0.500,1.6821,1,8.3021
0.440,0.500,1.7098,1,8.1693
0.450,0.500,1.7373,0,8.0433
0.460,0.500,2.7510,0,7.9236
0.470,0.500,3.3622,0,7.8098
0.480,0.500,1.9764,0,7.7015
0.490,0.500,1.8440,0,7.5983
0.500,0.500,1.8699,0,7.5000
0.510,0.500,1.8954,0,7.4062
0.520,0.500,1.9205,0,7.3167
0.530,0.500,2.2865,0,7.2312
0.540,0.500,2.8752,0,7.1494
0.550,0.500,2.6887,0,7.0712
0.560,0.500,2.6708,0,6.9964
0.570,0.500,3.2812,0,6.9247
0.580,0.500,3.2298,0,6.8559
0.590,0.500,2.4178,0,6.7900
0.600,0.500,1.9211,0,6.7268
0.610,0.500,1.8701,0,6.6661
0.620,0.500,1.9276,0,6.6078
0.630,0.500,2.2017,0,6.5518
0.640,0.500,2.8649,0,6.4979
0.650,0.500,3.5140,0,6.4461
0.660,0.500,3.3847,0,6.3962
0.670,0.500,2.7240,0,6.3482
0.680,0.500,2.0868,0,6.3019
0.690,0.500,1.9390,0,6.2573
0.700,0.500,2.0302,0,6.2143
0.710,0.500,2.1723,0,6.1728
0.720,0.500,2.3117,0,6.1328
0.730,0.500,2.4484,0,6.0942
0.740,0.500,2.5826,0,6.0568
0.750,0.500,2.4935,0,6.0208
0.760,0.500,2.6249,0,5.9860
0.770,0.500,2.8055,0,5.9523
0.780,0.500,2.8248,0,5.9197
0.790,0.500,2.9398,0,5.8882
0.800,0.500,2.7534,0,5.8577
0.810,0.500,2.3983,0,5.8282
0.820,0.500,2.3396,0,5.7996
0.830,0.500,2.3630,0,5.7719
0.840,0.500,2.5419,0,5.7450
0.850,0.500,2.7977,0,5.7190
0.860,0.500,2.7851,0,5.6937
0.870,0.500,2.5977,0,5.6693
0.880,0.500,2.4145,0,5.6455
0.890,0.500,2.2303,0,5.6225
0.900,0.500,1.9996,0,5.6001
0.910,0.500,1.9418,0,5.5784
0.920,0.500,1.9146,0,5.5573
0.930,0.500,1.8876,0,5.5368
0.940,0.500,1.8610,0,5.5168
0.950,0.500,1.8347,0,5.4975
0.960,0.500,1.8088,0,5.4787
0.970,0.500,1.7832,0,5.4603
0.980,0.500,1.7579,0,5.4425
0.990,0.500,1.7329,0,5.4252
1.000,0.500,1.7083,0,5.4083
1.010,0.500,1.6839,0,5.3919
1.020,0.500,1.6599,0,5.3759
1.030,0.500,1.6361,0,5.3604
1.040,0.500,1.6127,0,5.3452
1.050,0.500,1.6448,0,5.3304
1.060,0.500,1.8614,0,5.3160
1.070,0.500,2.0752,0,5.3020
1.080,0.500,2.2862,0,5.2883
1.090,0.500,2.4946,0,5.2750
1.100,0.500,2.2564,0,5.2619
1.110,0.500,2.0106,0,5.2492
1.120,0.500,1.7680,0,5.2369
1.130,0.500,1.5285,0,5.2248
1.140,0.500,1.3944,0,5.2130
1.150,0.500,1.3740,0,5.2015
1.160,0.500,1.3540,0,5.1902
1.170,0.500,1.3342,0,5.1792
1.180,0.500,1.3146,0,5.1685
1.190,0.500,1.2954,0,5.1581
1.200,0.500,1.2763,0,5.1478
