sigma_aS,signature_ok,alpha_ratio_electron,alpha_ratio_muon,alpha_ratio_proton,alpha_ratio_neutron,alpha_ratio_Λ,alpha_ratio_Σ⁻,alpha_ratio_π⁰,alpha_ratio_π±,alpha_ratio_K±,alpha_ratio_ρ
-0.275,1,2.8895228491276086,2.8895228491276086,2.8895228491276153,2.8895228491276,2.88952284912762,2.8895228491276077,11.558091396510434,46.23236558604174,26.005705642148488,26.005705642148488
-0.27249999999999996,1,2.8177098945198056,2.817709894519803,2.81770989451981,2.8177098945197967,2.8177098945198145,2.817709894519803,11.270839578079217,45.08335831231687,25.359389050678246,25.359389050678246
-0.27,1,2.749159996898776,2.749159996898774,2.749159996898774,2.749159996898777,2.74915999689877,2.749159996898774,10.996639987595099,43.986559950380396,24.742439972088974,24.742439972088974
-0.26749999999999996,1,2.683678469728824,2.683678469728824,2.6836784697288243,2.683678469728819,2.6836784697288323,2.6836784697288274,10.734713878915295,42.93885551566118,24.153106227559423,24.153106227559423
-0.265,1,2.621085142838089,2.621085142838089,2.621085142838096,2.621085142838073,2.6210851428381146,2.621085142838096,10.484340571352355,41.93736228540942,23.58976628554281,23.58976628554281
-0.26249999999999996,1,2.56121307801037,2.561213078010369,2.561213078010378,2.5612130780103546,2.5612130780103928,2.561213078010374,10.244852312041479,40.979409248165915,23.050917702093347,23.050917702093347
-0.26,1,2.503907415606173,2.5039074156061707,2.5039074156061782,2.503907415606163,2.503907415606183,2.5039074156061707,10.015629662424688,40.06251864969875,22.53516674045555,22.53516674045555
-0.2575,1,2.4490243371343214,2.44902433713432,2.449024337134321,2.449024337134322,2.4490243371343183,2.44902433713432,9.796097348537284,39.184389394149136,22.041219034208893,22.041219034208893
-0.255,1,2.396430130621706,2.396430130621706,2.3964301306217073,2.3964301306216895,2.396430130621734,2.3964301306217215,9.585720522486824,38.342882089947295,21.56787117559536,21.56787117559536
-0.2525,1,2.3460003472851447,2.346000347285146,2.3460003472851434,2.346000347285135,2.346000347285169,2.3460003472851634,9.384001389140582,37.536005556562316,21.11400312556632,21.11400312556632
